Comunidad,Año,Mes,Numero Paradas
Ceuta,2015,Enero,12713
Cataluña,2015,Enero,582769
Castilla-La Mancha,2015,Enero,242266
Extremadura,2015,Febrero,137223
Principado de Asturias,2015,Febrero,98302
Castilla y León,2015,Febrero,223293
Comunidad de Madrid,2015,Febrero,508448
Islas Baleares,2015,Febrero,80295
Canarias,2015,Febrero,258687
Cantabria,2015,Febrero,48514
Aragón,2015,Febrero,103066
Comunidad Foral de Navarra,2015,Febrero,49049
Galicia,2015,Febrero,257549
Melilla,2015,Febrero,12126
Región de Murcia,2015,Febrero,144432
Andalucía,2015,Febrero,1039837
La Rioja,2015,Febrero,25385
País Vasco,2015,Febrero,170895
Comunidad Valenciana,2015,Febrero,518388
Ceuta,2015,Febrero,13135
Cataluña,2015,Febrero,581124
Castilla-La Mancha,2015,Febrero,242405
Extremadura,2015,Julio,123119
Principado de Asturias,2015,Julio,86551
Castilla y León,2015,Julio,189331
Comunidad de Madrid,2015,Julio,454661
Islas Baleares,2015,Julio,54407
Canarias,2015,Julio,243906
Cantabria,2015,Julio,42615
Aragón,2015,Julio,91804
Comunidad Foral de Navarra,2015,Julio,42330
Galicia,2015,Julio,216371
Melilla,2015,Julio,12454
Región de Murcia,2015,Julio,126944
Andalucía,2015,Julio,982425
La Rioja,2015,Julio,21483
País Vasco,2015,Julio,153873
Comunidad Valenciana,2015,Julio,473880
Ceuta,2015,Julio,13201
Cataluña,2015,Julio,501785
Castilla-La Mancha,2015,Julio,215136
Extremadura,2015,Junio,122840
Principado de Asturias,2015,Junio,89222
Castilla y León,2015,Junio,193004
Comunidad de Madrid,2015,Junio,461094
Islas Baleares,2015,Junio,55508
Canarias,2015,Junio,248223
Cantabria,2015,Junio,43208
Aragón,2015,Junio,92829
Comunidad Foral de Navarra,2015,Junio,42911
Galicia,2015,Junio,229062
Melilla,2015,Junio,12375
Región de Murcia,2015,Junio,127832
Andalucía,2015,Junio,1001744
La Rioja,2015,Junio,22022
País Vasco,2015,Junio,156905
Comunidad Valenciana,2015,Junio,481623
Ceuta,2015,Junio,13730
Cataluña,2015,Junio,510947
Castilla-La Mancha,2015,Junio,215225
Extremadura,2015,Marzo,134713
Principado de Asturias,2015,Marzo,96418
Castilla y León,2015,Marzo,219917
Comunidad de Madrid,2015,Marzo,503441
Islas Baleares,2015,Marzo,75091
Canarias,2015,Marzo,256851
Cantabria,2015,Marzo,47720
Aragón,2015,Marzo,102368
Comunidad Foral de Navarra,2015,Marzo,48427
Galicia,2015,Marzo,252137
Melilla,2015,Marzo,12327
Región de Murcia,2015,Marzo,140601
Andalucía,2015,Marzo,1029100
La Rioja,2015,Marzo,25009
País Vasco,2015,Marzo,171405
Comunidad Valenciana,2015,Marzo,510616
Ceuta,2015,Marzo,13320
Cataluña,2015,Marzo,571655
Castilla-La Mancha,2015,Marzo,240823
Extremadura,2015,Mayo,124358
Principado de Asturias,2015,Mayo,92786
Castilla y León,2015,Mayo,201259
Comunidad de Madrid,2015,Mayo,475184
Islas Baleares,2015,Mayo,58832
Canarias,2015,Mayo,251941
Cantabria,2015,Mayo,44595
Aragón,2015,Mayo,95547
Comunidad Foral de Navarra,2015,Mayo,44676
Galicia,2015,Mayo,236981
Melilla,2015,Mayo,12191
Región de Murcia,2015,Mayo,130613
Andalucía,2015,Mayo,1006591
La Rioja,2015,Mayo,22309
País Vasco,2015,Mayo,161507
Comunidad Valenciana,2015,Mayo,488371
Ceuta,2015,Mayo,13375
Cataluña,2015,Mayo,531899
Castilla-La Mancha,2015,Mayo,222016
Extremadura,2015,Noviembre,131297
Principado de Asturias,2015,Noviembre,91974
Castilla y León,2015,Noviembre,202036
Comunidad de Madrid,2015,Noviembre,461636
Islas Baleares,2015,Noviembre,77187
Canarias,2015,Noviembre,248639
Cantabria,2015,Noviembre,49249
Aragón,2015,Noviembre,91119
Comunidad Foral de Navarra,2015,Noviembre,41946
Galicia,2015,Noviembre,225158
Melilla,2015,Noviembre,12330
Región de Murcia,2015,Noviembre,130333
Andalucía,2015,Noviembre,990040
La Rioja,2015,Noviembre,21691
País Vasco,2015,Noviembre,151865
Comunidad Valenciana,2015,Noviembre,467035
Ceuta,2015,Noviembre,12768
Cataluña,2015,Noviembre,521660
Castilla-La Mancha,2015,Noviembre,221335
Extremadura,2015,Octubre,132557
Principado de Asturias,2015,Octubre,91731
Castilla y León,2015,Octubre,201827
Comunidad de Madrid,2015,Octubre,466314
Islas Baleares,2015,Octubre,67344
Canarias,2015,Octubre,247162
Cantabria,2015,Octubre,48746
Aragón,2015,Octubre,91817
Comunidad Foral de Navarra,2015,Octubre,41996
Galicia,2015,Octubre,222092
Melilla,2015,Octubre,12934
Región de Murcia,2015,Octubre,131524
Andalucía,2015,Octubre,1007940
La Rioja,2015,Octubre,21404
País Vasco,2015,Octubre,154599
Comunidad Valenciana,2015,Octubre,476842
Ceuta,2015,Octubre,12853
Cataluña,2015,Octubre,523528
Castilla-La Mancha,2015,Octubre,223159
Extremadura,2015,Septiembre,127978
Principado de Asturias,2015,Septiembre,89057
Castilla y León,2015,Septiembre,190001
Comunidad de Madrid,2015,Septiembre,460986
Islas Baleares,2015,Septiembre,56531
Canarias,2015,Septiembre,242313
Cantabria,2015,Septiembre,46589
Aragón,2015,Septiembre,90426
Comunidad Foral de Navarra,2015,Septiembre,41243
Galicia,2015,Septiembre,215737
Melilla,2015,Septiembre,12734
Región de Murcia,2015,Septiembre,130354
Andalucía,2015,Septiembre,997361
La Rioja,2015,Septiembre,19715
País Vasco,2015,Septiembre,155422
Comunidad Valenciana,2015,Septiembre,483732
Ceuta,2015,Septiembre,13360
Cataluña,2015,Septiembre,513187
Castilla-La Mancha,2015,Septiembre,207316
Extremadura,2016,Abril,126907
Principado de Asturias,2016,Abril,89003
Castilla y León,2016,Abril,193165
Comunidad de Madrid,2016,Abril,450003
Islas Baleares,2016,Abril,58441
Canarias,2016,Abril,242063
Cantabria,2016,Abril,47801
Aragón,2016,Abril,87747
Comunidad Foral de Navarra,2016,Abril,42879
Galicia,2016,Abril,228153
Melilla,2016,Abril,11783
Región de Murcia,2016,Abril,122580
Andalucía,2016,Abril,966428
La Rioja,2016,Abril,21269
País Vasco,2016,Abril,152561
Comunidad Valenciana,2016,Abril,458278
Ceuta,2016,Abril,13370
Cataluña,2016,Abril,486123
Castilla-La Mancha,2016,Abril,212617
Extremadura,2016,Agosto,116177
Principado de Asturias,2016,Agosto,79664
Castilla y León,2016,Agosto,171938
Comunidad de Madrid,2016,Agosto,421564
Islas Baleares,2016,Agosto,46164
Canarias,2016,Agosto,230185
Cantabria,2016,Agosto,39174
Aragón,2016,Agosto,77840
Comunidad Foral de Navarra,2016,Agosto,38899
Galicia,2016,Agosto,193045
Melilla,2016,Agosto,11552
Región de Murcia,2016,Agosto,117645
Andalucía,2016,Agosto,902669
La Rioja,2016,Agosto,18377
País Vasco,2016,Agosto,143114
Comunidad Valenciana,2016,Agosto,437569
Ceuta,2016,Agosto,12617
Cataluña,2016,Agosto,445440
Castilla-La Mancha,2016,Agosto,193863
Extremadura,2016,Diciembre,121136
Principado de Asturias,2016,Diciembre,82994
Castilla y León,2016,Diciembre,178186
Comunidad de Madrid,2016,Diciembre,405367
Islas Baleares,2016,Diciembre,66908
Canarias,2016,Diciembre,229233
Cantabria,2016,Diciembre,44019
Aragón,2016,Diciembre,79933
Comunidad Foral de Navarra,2016,Diciembre,40045
Galicia,2016,Diciembre,205914
Melilla,2016,Diciembre,11048
Región de Murcia,2016,Diciembre,116613
Andalucía,2016,Diciembre,883077
La Rioja,2016,Diciembre,18967
País Vasco,2016,Diciembre,136173
Comunidad Valenciana,2016,Diciembre,418963
Ceuta,2016,Diciembre,12454
Cataluña,2016,Diciembre,453645
Castilla-La Mancha,2016,Diciembre,198299
Extremadura,2016,Enero,133520
Principado de Asturias,2016,Enero,93202
Castilla y León,2016,Enero,202914
Comunidad de Madrid,2016,Enero,460330
Islas Baleares,2016,Enero,74973
Canarias,2016,Enero,245984
Cantabria,2016,Enero,51350
Aragón,2016,Enero,91345
Comunidad Foral de Navarra,2016,Enero,45113
Galicia,2016,Enero,236447
Melilla,2016,Enero,12104
Región de Murcia,2016,Enero,129459
Andalucía,2016,Enero,972228
La Rioja,2016,Enero,22119
País Vasco,2016,Enero,154792
Comunidad Valenciana,2016,Enero,468921
Ceuta,2016,Enero,12691
Cataluña,2016,Enero,518080
Castilla-La Mancha,2016,Enero,225183
Extremadura,2016,Febrero,132975
Principado de Asturias,2016,Febrero,92402
Castilla y León,2016,Febrero,201206
Comunidad de Madrid,2016,Febrero,462540
Islas Baleares,2016,Febrero,71710
Canarias,2016,Febrero,243632
Cantabria,2016,Febrero,51399
Aragón,2016,Febrero,90682
Comunidad Foral de Navarra,2016,Febrero,45096
Galicia,2016,Febrero,235268
Melilla,2016,Febrero,11723
Región de Murcia,2016,Febrero,130118
Andalucía,2016,Febrero,988493
La Rioja,2016,Febrero,21991
País Vasco,2016,Febrero,154555
Comunidad Valenciana,2016,Febrero,469301
Ceuta,2016,Febrero,12815
Cataluña,2016,Febrero,510237
Castilla-La Mancha,2016,Febrero,226843
Extremadura,2016,Julio,115950
Principado de Asturias,2016,Julio,80083
Castilla y León,2016,Julio,171845
Comunidad de Madrid,2016,Julio,418405
Islas Baleares,2016,Julio,45530
Canarias,2016,Julio,232069
Cantabria,2016,Julio,39579
Aragón,2016,Julio,77770
Comunidad Foral de Navarra,2016,Julio,39606
Galicia,2016,Julio,195457
Melilla,2016,Julio,11630
Región de Murcia,2016,Julio,114762
Andalucía,2016,Julio,902138
La Rioja,2016,Julio,19019
País Vasco,2016,Julio,141464
Comunidad Valenciana,2016,Julio,431118
Ceuta,2016,Julio,13170
Cataluña,2016,Julio,441016
Castilla-La Mancha,2016,Julio,192450
Extremadura,2016,Junio,118186
Principado de Asturias,2016,Junio,83453
Castilla y León,2016,Junio,175744
Comunidad de Madrid,2016,Junio,425540
Islas Baleares,2016,Junio,46278
Canarias,2016,Junio,236876
Cantabria,2016,Junio,42058
Aragón,2016,Junio,79062
Comunidad Foral de Navarra,2016,Junio,39658
Galicia,2016,Junio,207320
Melilla,2016,Junio,11902
Región de Murcia,2016,Junio,116850
Andalucía,2016,Junio,925789
La Rioja,2016,Junio,19195
País Vasco,2016,Junio,144425
Comunidad Valenciana,2016,Junio,438663
Ceuta,2016,Junio,12866
Cataluña,2016,Junio,450060
Castilla-La Mancha,2016,Junio,193129
Extremadura,2016,Marzo,130037
Principado de Asturias,2016,Marzo,90370
Castilla y León,2016,Marzo,198242
Comunidad de Madrid,2016,Marzo,458434
Islas Baleares,2016,Marzo,66134
Canarias,2016,Marzo,242888
Cantabria,2016,Marzo,48929
Aragón,2016,Marzo,89641
Comunidad Foral de Navarra,2016,Marzo,44119
Galicia,2016,Marzo,231797
Melilla,2016,Marzo,11682
Región de Murcia,2016,Marzo,126720
Andalucía,2016,Marzo,981950
La Rioja,2016,Marzo,21850
País Vasco,2016,Marzo,153936
Comunidad Valenciana,2016,Marzo,461664
Ceuta,2016,Marzo,13064
Cataluña,2016,Marzo,499991
Castilla-La Mancha,2016,Marzo,223322
Extremadura,2016,Mayo,123593
Principado de Asturias,2016,Mayo,86536
Castilla y León,2016,Mayo,185279
Comunidad de Madrid,2016,Mayo,437366
Islas Baleares,2016,Mayo,49986
Canarias,2016,Mayo,240067
Cantabria,2016,Mayo,45176
Aragón,2016,Mayo,83086
Comunidad Foral de Navarra,2016,Mayo,41175
Galicia,2016,Mayo,220464
Melilla,2016,Mayo,11591
Región de Murcia,2016,Mayo,118888
Andalucía,2016,Mayo,945040
La Rioja,2016,Mayo,19508
País Vasco,2016,Mayo,148013
Comunidad Valenciana,2016,Mayo,450730
Ceuta,2016,Mayo,13202
Cataluña,2016,Mayo,470205
Castilla-La Mancha,2016,Mayo,201498
Extremadura,2016,Noviembre,124177
Principado de Asturias,2016,Noviembre,84114
Castilla y León,2016,Noviembre,180564
Comunidad de Madrid,2016,Noviembre,416659
Islas Baleares,2016,Noviembre,68395
Canarias,2016,Noviembre,234774
Cantabria,2016,Noviembre,43320
Aragón,2016,Noviembre,81483
Comunidad Foral de Navarra,2016,Noviembre,38916
Galicia,2016,Noviembre,203554
Melilla,2016,Noviembre,11360
Región de Murcia,2016,Noviembre,119792
Andalucía,2016,Noviembre,922985
La Rioja,2016,Noviembre,18830
País Vasco,2016,Noviembre,137700
Comunidad Valenciana,2016,Noviembre,425750
Ceuta,2016,Noviembre,12704
Cataluña,2016,Noviembre,462979
Castilla-La Mancha,2016,Noviembre,201767
Extremadura,2016,Octubre,123456
Principado de Asturias,2016,Octubre,83674
Castilla y León,2016,Octubre,177707
Comunidad de Madrid,2016,Octubre,420305
Islas Baleares,2016,Octubre,57007
Canarias,2016,Octubre,232874
Cantabria,2016,Octubre,41635
Aragón,2016,Octubre,81055
Comunidad Foral de Navarra,2016,Octubre,38696
Galicia,2016,Octubre,198940
Melilla,2016,Octubre,11467
Región de Murcia,2016,Octubre,119640
Andalucía,2016,Octubre,918547
La Rioja,2016,Octubre,18472
País Vasco,2016,Octubre,141181
Comunidad Valenciana,2016,Octubre,431018
Ceuta,2016,Octubre,12673
Cataluña,2016,Octubre,458406
Castilla-La Mancha,2016,Octubre,198229
Extremadura,2016,Septiembre,120351
Principado de Asturias,2016,Septiembre,82464
Castilla y León,2016,Septiembre,173361
Comunidad de Madrid,2016,Septiembre,419532
Islas Baleares,2016,Septiembre,48270
Canarias,2016,Septiembre,230901
Cantabria,2016,Septiembre,41056
Aragón,2016,Septiembre,80123
Comunidad Foral de Navarra,2016,Septiembre,39282
Galicia,2016,Septiembre,194336
Melilla,2016,Septiembre,11541
Región de Murcia,2016,Septiembre,119912
Andalucía,2016,Septiembre,910875
La Rioja,2016,Septiembre,17943
País Vasco,2016,Septiembre,144116
Comunidad Valenciana,2016,Septiembre,437893
Ceuta,2016,Septiembre,12895
Cataluña,2016,Septiembre,451081
Castilla-La Mancha,2016,Septiembre,184365
Extremadura,2017,Abril,114304
Principado de Asturias,2017,Abril,81446
Castilla y León,2017,Abril,171047
Comunidad de Madrid,2017,Abril,397451
Islas Baleares,2017,Abril,48294
Canarias,2017,Abril,225702
Cantabria,2017,Abril,42682
Aragón,2017,Abril,73522
Comunidad Foral de Navarra,2017,Abril,38375
Galicia,2017,Abril,204629
Melilla,2017,Abril,11767
Región de Murcia,2017,Abril,110124
Andalucía,2017,Abril,852182
La Rioja,2017,Abril,18136
País Vasco,2017,Abril,137008
Comunidad Valenciana,2017,Abril,411917
Ceuta,2017,Abril,12503
Cataluña,2017,Abril,425751
Castilla-La Mancha,2017,Abril,196196
Extremadura,2017,Agosto,107221
Principado de Asturias,2017,Agosto,72670
Castilla y León,2017,Agosto,155814
Comunidad de Madrid,2017,Agosto,383307
Islas Baleares,2017,Agosto,40351
Canarias,2017,Agosto,217045
Cantabria,2017,Agosto,35438
Aragón,2017,Agosto,68011
Comunidad Foral de Navarra,2017,Agosto,35951
Galicia,2017,Agosto,181125
Melilla,2017,Agosto,11158
Región de Murcia,2017,Agosto,106853
Andalucía,2017,Agosto,831612
La Rioja,2017,Agosto,16709
País Vasco,2017,Agosto,133210
Comunidad Valenciana,2017,Agosto,398087
Ceuta,2017,Agosto,12661
Cataluña,2017,Agosto,397385
Castilla-La Mancha,2017,Agosto,177716
Extremadura,2017,Diciembre,111385
Principado de Asturias,2017,Diciembre,76547
Castilla y León,2017,Diciembre,162988
Comunidad de Madrid,2017,Diciembre,369966
Islas Baleares,2017,Diciembre,63369
Canarias,2017,Diciembre,216087
Cantabria,2017,Diciembre,38506
Aragón,2017,Diciembre,70710
Comunidad Foral de Navarra,2017,Diciembre,35732
Galicia,2017,Diciembre,185013
Melilla,2017,Diciembre,9397
Región de Murcia,2017,Diciembre,108599
Andalucía,2017,Diciembre,825364
La Rioja,2017,Diciembre,17436
País Vasco,2017,Diciembre,127547
Comunidad Valenciana,2017,Diciembre,385705
Ceuta,2017,Diciembre,11843
Cataluña,2017,Diciembre,418018
Castilla-La Mancha,2017,Diciembre,178569
Extremadura,2017,Enero,124791
Principado de Asturias,2017,Enero,86192
Castilla y León,2017,Enero,181027
Comunidad de Madrid,2017,Enero,415034
Islas Baleares,2017,Enero,66716
Canarias,2017,Enero,231774
Cantabria,2017,Enero,45756
Aragón,2017,Enero,81911
Comunidad Foral de Navarra,2017,Enero,41242
Galicia,2017,Enero,212078
Melilla,2017,Enero,10805
Región de Murcia,2017,Enero,117496
Andalucía,2017,Enero,892494
La Rioja,2017,Enero,19443
País Vasco,2017,Enero,139077
Comunidad Valenciana,2017,Enero,425808
Ceuta,2017,Enero,12438
Cataluña,2017,Enero,453923
Castilla-La Mancha,2017,Enero,202226
Extremadura,2017,Febrero,122809
Principado de Asturias,2017,Febrero,86328
Castilla y León,2017,Febrero,180455
Comunidad de Madrid,2017,Febrero,416707
Islas Baleares,2017,Febrero,63630
Canarias,2017,Febrero,229900
Cantabria,2017,Febrero,45629
Aragón,2017,Febrero,79093
Comunidad Foral de Navarra,2017,Febrero,40720
Galicia,2017,Febrero,211924
Melilla,2017,Febrero,10931
Región de Murcia,2017,Febrero,117511
Andalucía,2017,Febrero,894855
La Rioja,2017,Febrero,19264
País Vasco,2017,Febrero,139223
Comunidad Valenciana,2017,Febrero,424392
Ceuta,2017,Febrero,12516
Cataluña,2017,Febrero,452342
Castilla-La Mancha,2017,Febrero,202647
Extremadura,2017,Julio,105881
Principado de Asturias,2017,Julio,72843
Castilla y León,2017,Julio,155132
Comunidad de Madrid,2017,Julio,379442
Islas Baleares,2017,Julio,39154
Canarias,2017,Julio,217895
Cantabria,2017,Julio,36269
Aragón,2017,Julio,67211
Comunidad Foral de Navarra,2017,Julio,36133
Galicia,2017,Julio,181871
Melilla,2017,Julio,11244
Región de Murcia,2017,Julio,103168
Andalucía,2017,Julio,814518
La Rioja,2017,Julio,17041
País Vasco,2017,Julio,130872
Comunidad Valenciana,2017,Julio,389237
Ceuta,2017,Julio,12677
Cataluña,2017,Julio,387313
Castilla-La Mancha,2017,Julio,178023
Extremadura,2017,Junio,105137
Principado de Asturias,2017,Junio,75460
Castilla y León,2017,Junio,155665
Comunidad de Madrid,2017,Junio,379808
Islas Baleares,2017,Junio,38866
Canarias,2017,Junio,220079
Cantabria,2017,Junio,38791
Aragón,2017,Junio,66494
Comunidad Foral de Navarra,2017,Junio,35938
Galicia,2017,Junio,189665
Melilla,2017,Junio,11380
Región de Murcia,2017,Junio,103278
Andalucía,2017,Junio,818763
La Rioja,2017,Junio,16797
País Vasco,2017,Junio,131269
Comunidad Valenciana,2017,Junio,392608
Ceuta,2017,Junio,12503
Cataluña,2017,Junio,391388
Castilla-La Mancha,2017,Junio,178922
Extremadura,2017,Marzo,119372
Principado de Asturias,2017,Marzo,84168
Castilla y León,2017,Marzo,177903
Comunidad de Madrid,2017,Marzo,409826
Islas Baleares,2017,Marzo,58295
Canarias,2017,Marzo,230779
Cantabria,2017,Marzo,44412
Aragón,2017,Marzo,77533
Comunidad Foral de Navarra,2017,Marzo,40353
Galicia,2017,Marzo,210056
Melilla,2017,Marzo,11605
Región de Murcia,2017,Marzo,114815
Andalucía,2017,Marzo,886166
La Rioja,2017,Marzo,19007
País Vasco,2017,Marzo,138157
Comunidad Valenciana,2017,Marzo,420710
Ceuta,2017,Marzo,12656
Cataluña,2017,Marzo,446017
Castilla-La Mancha,2017,Marzo,200487
Extremadura,2017,Mayo,108559
Principado de Asturias,2017,Mayo,79353
Castilla y León,2017,Mayo,165272
Comunidad de Madrid,2017,Mayo,387543
Islas Baleares,2017,Mayo,41429
Canarias,2017,Mayo,222749
Cantabria,2017,Mayo,41321
Aragón,2017,Mayo,68762
Comunidad Foral de Navarra,2017,Mayo,36773
Galicia,2017,Mayo,199638
Melilla,2017,Mayo,11663
Región de Murcia,2017,Mayo,105006
Andalucía,2017,Mayo,829087
La Rioja,2017,Mayo,17247
País Vasco,2017,Mayo,134236
Comunidad Valenciana,2017,Mayo,402019
Ceuta,2017,Mayo,12798
Cataluña,2017,Mayo,409490
Castilla-La Mancha,2017,Mayo,188183
Extremadura,2017,Noviembre,114161
Principado de Asturias,2017,Noviembre,77924
Castilla y León,2017,Noviembre,163856
Comunidad de Madrid,2017,Noviembre,377579
Islas Baleares,2017,Noviembre,63981
Canarias,2017,Noviembre,219698
Cantabria,2017,Noviembre,39387
Aragón,2017,Noviembre,70991
Comunidad Foral de Navarra,2017,Noviembre,35221
Galicia,2017,Noviembre,187175
Melilla,2017,Noviembre,10275
Región de Murcia,2017,Noviembre,111436
Andalucía,2017,Noviembre,851742
La Rioja,2017,Noviembre,17206
País Vasco,2017,Noviembre,128293
Comunidad Valenciana,2017,Noviembre,391690
Ceuta,2017,Noviembre,12220
Cataluña,2017,Noviembre,422462
Castilla-La Mancha,2017,Noviembre,178984
Extremadura,2017,Octubre,114970
Principado de Asturias,2017,Octubre,77600
Castilla y León,2017,Octubre,161913
Comunidad de Madrid,2017,Octubre,385770
Islas Baleares,2017,Octubre,51395
Canarias,2017,Octubre,221794
Cantabria,2017,Octubre,38570
Aragón,2017,Octubre,71599
Comunidad Foral de Navarra,2017,Octubre,35319
Galicia,2017,Octubre,185903
Melilla,2017,Octubre,10345
Región de Murcia,2017,Octubre,109949
Andalucía,2017,Octubre,854856
La Rioja,2017,Octubre,17074
País Vasco,2017,Octubre,130056
Comunidad Valenciana,2017,Octubre,394176
Ceuta,2017,Octubre,12136
Cataluña,2017,Octubre,415071
Castilla-La Mancha,2017,Octubre,178530
Extremadura,2017,Septiembre,111707
Principado de Asturias,2017,Septiembre,76071
Castilla y León,2017,Septiembre,156936
Comunidad de Madrid,2017,Septiembre,385461
Islas Baleares,2017,Septiembre,42415
Canarias,2017,Septiembre,221006
Cantabria,2017,Septiembre,37149
Aragón,2017,Septiembre,69238
Comunidad Foral de Navarra,2017,Septiembre,35295
Galicia,2017,Septiembre,184057
Melilla,2017,Septiembre,10356
Región de Murcia,2017,Septiembre,108245
Andalucía,2017,Septiembre,841885
La Rioja,2017,Septiembre,15943
País Vasco,2017,Septiembre,132046
Comunidad Valenciana,2017,Septiembre,396034
Ceuta,2017,Septiembre,12384
Cataluña,2017,Septiembre,400373
Castilla-La Mancha,2017,Septiembre,173581
Extremadura,2018,Abril,106111
Principado de Asturias,2018,Abril,75664
Castilla y León,2018,Abril,155616
Comunidad de Madrid,2018,Abril,370590
Islas Baleares,2018,Abril,45624
Canarias,2018,Abril,213141
Cantabria,2018,Abril,38305
Aragón,2018,Abril,68114
Comunidad Foral de Navarra,2018,Abril,34519
Galicia,2018,Abril,182291
Melilla,2018,Abril,9219
Región de Murcia,2018,Abril,104976
Andalucía,2018,Abril,813321
La Rioja,2018,Abril,16930
País Vasco,2018,Abril,124904
Comunidad Valenciana,2018,Abril,380543
Ceuta,2018,Abril,12014
Cataluña,2018,Abril,398946
Castilla-La Mancha,2018,Abril,185040
Extremadura,2018,Agosto,98647
Principado de Asturias,2018,Agosto,68293
Castilla y León,2018,Agosto,141143
Comunidad de Madrid,2018,Agosto,354113
Islas Baleares,2018,Agosto,38627
Canarias,2018,Agosto,207017
Cantabria,2018,Agosto,32830
Aragón,2018,Agosto,62470
Comunidad Foral de Navarra,2018,Agosto,32664
Galicia,2018,Agosto,164424
Melilla,2018,Agosto,10002
Región de Murcia,2018,Agosto,102237
Andalucía,2018,Agosto,792577
La Rioja,2018,Agosto,15824
País Vasco,2018,Agosto,123606
Comunidad Valenciana,2018,Agosto,373059
Ceuta,2018,Agosto,12068
Cataluña,2018,Agosto,380718
Castilla-La Mancha,2018,Agosto,171749
Extremadura,2018,Diciembre,101543
Principado de Asturias,2018,Diciembre,72804
Castilla y León,2018,Diciembre,147365
Comunidad de Madrid,2018,Diciembre,339298
Islas Baleares,2018,Diciembre,59878
Canarias,2018,Diciembre,207015
Cantabria,2018,Diciembre,37553
Aragón,2018,Diciembre,66179
Comunidad Foral de Navarra,2018,Diciembre,32842
Galicia,2018,Diciembre,169295
Melilla,2018,Diciembre,8463
Región de Murcia,2018,Diciembre,102337
Andalucía,2018,Diciembre,788767
La Rioja,2018,Diciembre,16191
País Vasco,2018,Diciembre,119674
Comunidad Valenciana,2018,Diciembre,364131
Ceuta,2018,Diciembre,11014
Cataluña,2018,Diciembre,392907
Castilla-La Mancha,2018,Diciembre,165041
Extremadura,2018,Enero,114766
Principado de Asturias,2018,Enero,79502
Castilla y León,2018,Enero,164018
Comunidad de Madrid,2018,Enero,381732
Islas Baleares,2018,Enero,62719
Canarias,2018,Enero,215701
Cantabria,2018,Enero,41062
Aragón,2018,Enero,72081
Comunidad Foral de Navarra,2018,Enero,36657
Galicia,2018,Enero,189886
Melilla,2018,Enero,9081
Región de Murcia,2018,Enero,110427
Andalucía,2018,Enero,836494
La Rioja,2018,Enero,17694
País Vasco,2018,Enero,128326
Comunidad Valenciana,2018,Enero,394839
Ceuta,2018,Enero,11959
Cataluña,2018,Enero,422866
Castilla-La Mancha,2018,Enero,186718
Extremadura,2018,Febrero,112939
Principado de Asturias,2018,Febrero,79705
Castilla y León,2018,Febrero,162628
Comunidad de Madrid,2018,Febrero,383463
Islas Baleares,2018,Febrero,59381
Canarias,2018,Febrero,215082
Cantabria,2018,Febrero,41961
Aragón,2018,Febrero,70356
Comunidad Foral de Navarra,2018,Febrero,36088
Galicia,2018,Febrero,188207
Melilla,2018,Febrero,9036
Región de Murcia,2018,Febrero,111546
Andalucía,2018,Febrero,843967
La Rioja,2018,Febrero,17642
País Vasco,2018,Febrero,127235
Comunidad Valenciana,2018,Febrero,392794
Ceuta,2018,Febrero,12098
Cataluña,2018,Febrero,418181
Castilla-La Mancha,2018,Febrero,187939
Extremadura,2018,Julio,97119
Principado de Asturias,2018,Julio,67992
Castilla y León,2018,Julio,139245
Comunidad de Madrid,2018,Julio,349703
Islas Baleares,2018,Julio,37243
Canarias,2018,Julio,206747
Cantabria,2018,Julio,32589
Aragón,2018,Julio,60806
Comunidad Foral de Navarra,2018,Julio,32569
Galicia,2018,Julio,163412
Melilla,2018,Julio,10156
Región de Murcia,2018,Julio,99204
Andalucía,2018,Julio,784293
La Rioja,2018,Julio,15725
País Vasco,2018,Julio,121057
Comunidad Valenciana,2018,Julio,365468
Ceuta,2018,Julio,12297
Cataluña,2018,Julio,369124
Castilla-La Mancha,2018,Julio,170272
Extremadura,2018,Junio,97900
Principado de Asturias,2018,Junio,70496
Castilla y León,2018,Junio,141643
Comunidad de Madrid,2018,Junio,351047
Islas Baleares,2018,Junio,36587
Canarias,2018,Junio,208594
Cantabria,2018,Junio,34620
Aragón,2018,Junio,61044
Comunidad Foral de Navarra,2018,Junio,32054
Galicia,2018,Junio,170065
Melilla,2018,Junio,10328
Región de Murcia,2018,Junio,99405
Andalucía,2018,Junio,789827
La Rioja,2018,Junio,15751
País Vasco,2018,Junio,120485
Comunidad Valenciana,2018,Junio,367103
Ceuta,2018,Junio,11931
Cataluña,2018,Junio,370192
Castilla-La Mancha,2018,Junio,173090
Extremadura,2018,Marzo,110989
Principado de Asturias,2018,Marzo,77938
Castilla y León,2018,Marzo,160047
Comunidad de Madrid,2018,Marzo,380051
Islas Baleares,2018,Marzo,53731
Canarias,2018,Marzo,213768
Cantabria,2018,Marzo,40229
Aragón,2018,Marzo,69707
Comunidad Foral de Navarra,2018,Marzo,35910
Galicia,2018,Marzo,185103
Melilla,2018,Marzo,9030
Región de Murcia,2018,Marzo,108598
Andalucía,2018,Marzo,837426
La Rioja,2018,Marzo,17145
País Vasco,2018,Marzo,127164
Comunidad Valenciana,2018,Marzo,383884
Ceuta,2018,Marzo,12130
Cataluña,2018,Marzo,411461
Castilla-La Mancha,2018,Marzo,188240
