Comunidades y Ciudades Autónomas;General. vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Nacional;General;Variación en lo que va de año;2012T1;-5.0
Nacional;General;Variación en lo que va de año;2011T4;-11.2
Nacional;General;Variación en lo que va de año;2011T3;-7.3
Nacional;General;Variación en lo que va de año;2011T2;-4.6
Nacional;General;Variación en lo que va de año;2011T1;-3.5
Nacional;General;Variación en lo que va de año;2010T4;-1.9
Nacional;General;Variación en lo que va de año;2010T3;-1.8
Nacional;General;Variación en lo que va de año;2010T2;0.4
Nacional;General;Variación en lo que va de año;2010T1;-1.2
Nacional;General;Variación en lo que va de año;2009T4;-4.3
Nacional;General;Variación en lo que va de año;2009T3;-4.0
Nacional;General;Variación en lo que va de año;2009T2;-3.1
Nacional;General;Variación en lo que va de año;2009T1;-2.7
Nacional;General;Variación en lo que va de año;2008T4;-5.4
Nacional;General;Variación en lo que va de año;2008T3;-2.3
Nacional;General;Variación en lo que va de año;2008T2;-0.7
Nacional;General;Variación en lo que va de año;2008T1;-0.4
Nacional;General;Variación en lo que va de año;2007T4;5.7
Nacional;General;Variación en lo que va de año;2007T3;6.5
Nacional;General;Variación en lo que va de año;2007T2;5.3
Nacional;General;Variación en lo que va de año;2007T1;2.4
Nacional;Vivienda nueva;Índice;2019T4;129.523
Nacional;Vivienda nueva;Índice;2019T3;129.720
Nacional;Vivienda nueva;Índice;2019T2;127.787
Nacional;Vivienda nueva;Índice;2019T1;128.285
Nacional;Vivienda nueva;Índice;2018T4;123.044
Nacional;Vivienda nueva;Índice;2018T3;121.645
Nacional;Vivienda nueva;Índice;2018T2;119.235
Nacional;Vivienda nueva;Índice;2018T1;116.249
Nacional;Vivienda nueva;Índice;2017T4;113.902
Nacional;Vivienda nueva;Índice;2017T3;114.619
Nacional;Vivienda nueva;Índice;2017T2;112.835
Nacional;Vivienda nueva;Índice;2017T1;110.016
Nacional;Vivienda nueva;Índice;2016T4;106.098
Nacional;Vivienda nueva;Índice;2016T3;107.605
Nacional;Vivienda nueva;Índice;2016T2;108.105
Nacional;Vivienda nueva;Índice;2016T1;104.284
Nacional;Vivienda nueva;Índice;2015T4;101.678
Nacional;Vivienda nueva;Índice;2015T3;100.328
Nacional;Vivienda nueva;Índice;2015T2;99.726
Nacional;Vivienda nueva;Índice;2015T1;98.268
Nacional;Vivienda nueva;Índice;2014T4;96.120
Nacional;Vivienda nueva;Índice;2014T3;96.210
Nacional;Vivienda nueva;Índice;2014T2;95.083
Nacional;Vivienda nueva;Índice;2014T1;94.496
Nacional;Vivienda nueva;Índice;2013T4;94.356
Nacional;Vivienda nueva;Índice;2013T3;95.459
Nacional;Vivienda nueva;Índice;2013T2;93.275
Nacional;Vivienda nueva;Índice;2013T1;95.538
Nacional;Vivienda nueva;Índice;2012T4;102.554
Nacional;Vivienda nueva;Índice;2012T3;103.702
Nacional;Vivienda nueva;Índice;2012T2;106.796
Nacional;Vivienda nueva;Índice;2012T1;109.595
Nacional;Vivienda nueva;Índice;2011T4;115.139
Nacional;Vivienda nueva;Índice;2011T3;120.016
Nacional;Vivienda nueva;Índice;2011T2;122.445
Nacional;Vivienda nueva;Índice;2011T1;124.259
Nacional;Vivienda nueva;Índice;2010T4;125.903
Nacional;Vivienda nueva;Índice;2010T3;126.395
Nacional;Vivienda nueva;Índice;2010T2;129.118
Nacional;Vivienda nueva;Índice;2010T1;126.703
Nacional;Vivienda nueva;Índice;2009T4;128.647
Nacional;Vivienda nueva;Índice;2009T3;129.710
Nacional;Vivienda nueva;Índice;2009T2;131.365
Nacional;Vivienda nueva;Índice;2009T1;132.281
Nacional;Vivienda nueva;Índice;2008T4;135.526
Nacional;Vivienda nueva;Índice;2008T3;137.382
Nacional;Vivienda nueva;Índice;2008T2;136.652
Nacional;Vivienda nueva;Índice;2008T1;134.966
Nacional;Vivienda nueva;Índice;2007T4;134.449
Nacional;Vivienda nueva;Índice;2007T3;132.475
Nacional;Vivienda nueva;Índice;2007T2;129.748
Nacional;Vivienda nueva;Índice;2007T1;125.956
Nacional;Vivienda nueva;Variación trimestral;2019T4;-0.2
Nacional;Vivienda nueva;Variación trimestral;2019T3;1.5
Nacional;Vivienda nueva;Variación trimestral;2019T2;-0.4
Nacional;Vivienda nueva;Variación trimestral;2019T1;4.3
Nacional;Vivienda nueva;Variación trimestral;2018T4;1.2
Nacional;Vivienda nueva;Variación trimestral;2018T3;2.0
Nacional;Vivienda nueva;Variación trimestral;2018T2;2.6
Nacional;Vivienda nueva;Variación trimestral;2018T1;2.1
Nacional;Vivienda nueva;Variación trimestral;2017T4;-0.6
Nacional;Vivienda nueva;Variación trimestral;2017T3;1.6
Nacional;Vivienda nueva;Variación trimestral;2017T2;2.6
Nacional;Vivienda nueva;Variación trimestral;2017T1;3.7
Nacional;Vivienda nueva;Variación trimestral;2016T4;-1.4
Nacional;Vivienda nueva;Variación trimestral;2016T3;-0.5
Nacional;Vivienda nueva;Variación trimestral;2016T2;3.7
Nacional;Vivienda nueva;Variación trimestral;2016T1;2.6
Nacional;Vivienda nueva;Variación trimestral;2015T4;1.3
Nacional;Vivienda nueva;Variación trimestral;2015T3;0.6
Nacional;Vivienda nueva;Variación trimestral;2015T2;1.5
Nacional;Vivienda nueva;Variación trimestral;2015T1;2.2
Nacional;Vivienda nueva;Variación trimestral;2014T4;-0.1
Nacional;Vivienda nueva;Variación trimestral;2014T3;1.2
Nacional;Vivienda nueva;Variación trimestral;2014T2;0.6
Nacional;Vivienda nueva;Variación trimestral;2014T1;0.1
Nacional;Vivienda nueva;Variación trimestral;2013T4;-1.2
Nacional;Vivienda nueva;Variación trimestral;2013T3;2.3
Nacional;Vivienda nueva;Variación trimestral;2013T2;-2.4
Nacional;Vivienda nueva;Variación trimestral;2013T1;-6.8
Nacional;Vivienda nueva;Variación trimestral;2012T4;-1.1
Nacional;Vivienda nueva;Variación trimestral;2012T3;-2.9
Nacional;Vivienda nueva;Variación trimestral;2012T2;-2.6
Nacional;Vivienda nueva;Variación trimestral;2012T1;-4.8
Nacional;Vivienda nueva;Variación trimestral;2011T4;-4.1
Nacional;Vivienda nueva;Variación trimestral;2011T3;-2.0
Nacional;Vivienda nueva;Variación trimestral;2011T2;-1.5
Nacional;Vivienda nueva;Variación trimestral;2011T1;-1.3
Nacional;Vivienda nueva;Variación trimestral;2010T4;-0.4
Nacional;Vivienda nueva;Variación trimestral;2010T3;-2.1
Nacional;Vivienda nueva;Variación trimestral;2010T2;1.9
Nacional;Vivienda nueva;Variación trimestral;2010T1;-1.5
Nacional;Vivienda nueva;Variación trimestral;2009T4;-0.8
Nacional;Vivienda nueva;Variación trimestral;2009T3;-1.3
Nacional;Vivienda nueva;Variación trimestral;2009T2;-0.7
Nacional;Vivienda nueva;Variación trimestral;2009T1;-2.4
Nacional;Vivienda nueva;Variación trimestral;2008T4;-1.4
Nacional;Vivienda nueva;Variación trimestral;2008T3;0.5
Nacional;Vivienda nueva;Variación trimestral;2008T2;1.2
Nacional;Vivienda nueva;Variación trimestral;2008T1;0.4
Nacional;Vivienda nueva;Variación trimestral;2007T4;1.5
Nacional;Vivienda nueva;Variación trimestral;2007T3;2.1
Nacional;Vivienda nueva;Variación trimestral;2007T2;3.0
Nacional;Vivienda nueva;Variación trimestral;2007T1;2.9
Nacional;Vivienda nueva;Variación anual;2019T4;5.3
Nacional;Vivienda nueva;Variación anual;2019T3;6.6
Nacional;Vivienda nueva;Variación anual;2019T2;7.2
Nacional;Vivienda nueva;Variación anual;2019T1;10.4
Nacional;Vivienda nueva;Variación anual;2018T4;8.0
Nacional;Vivienda nueva;Variación anual;2018T3;6.1
Nacional;Vivienda nueva;Variación anual;2018T2;5.7
Nacional;Vivienda nueva;Variación anual;2018T1;5.7
Nacional;Vivienda nueva;Variación anual;2017T4;7.4
Nacional;Vivienda nueva;Variación anual;2017T3;6.5
Nacional;Vivienda nueva;Variación anual;2017T2;4.4
Nacional;Vivienda nueva;Variación anual;2017T1;5.5
Nacional;Vivienda nueva;Variación anual;2016T4;4.3
Nacional;Vivienda nueva;Variación anual;2016T3;7.3
Nacional;Vivienda nueva;Variación anual;2016T2;8.4
Nacional;Vivienda nueva;Variación anual;2016T1;6.1
Nacional;Vivienda nueva;Variación anual;2015T4;5.8
Nacional;Vivienda nueva;Variación anual;2015T3;4.3
Nacional;Vivienda nueva;Variación anual;2015T2;4.9
Nacional;Vivienda nueva;Variación anual;2015T1;4.0
Nacional;Vivienda nueva;Variación anual;2014T4;1.9
Nacional;Vivienda nueva;Variación anual;2014T3;0.8
Nacional;Vivienda nueva;Variación anual;2014T2;1.9
Nacional;Vivienda nueva;Variación anual;2014T1;-1.1
Nacional;Vivienda nueva;Variación anual;2013T4;-8.0
Nacional;Vivienda nueva;Variación anual;2013T3;-7.9
Nacional;Vivienda nueva;Variación anual;2013T2;-12.7
Nacional;Vivienda nueva;Variación anual;2013T1;-12.8
Nacional;Vivienda nueva;Variación anual;2012T4;-10.9
Nacional;Vivienda nueva;Variación anual;2012T3;-13.6
Nacional;Vivienda nueva;Variación anual;2012T2;-12.8
Nacional;Vivienda nueva;Variación anual;2012T1;-11.8
Nacional;Vivienda nueva;Variación anual;2011T4;-8.5
Nacional;Vivienda nueva;Variación anual;2011T3;-5.0
Nacional;Vivienda nueva;Variación anual;2011T2;-5.2
Nacional;Vivienda nueva;Variación anual;2011T1;-1.9
Nacional;Vivienda nueva;Variación anual;2010T4;-2.1
Nacional;Vivienda nueva;Variación anual;2010T3;-2.6
Nacional;Vivienda nueva;Variación anual;2010T2;-1.7
Nacional;Vivienda nueva;Variación anual;2010T1;-4.2
Nacional;Vivienda nueva;Variación anual;2009T4;-5.1
Nacional;Vivienda nueva;Variación anual;2009T3;-5.6
Nacional;Vivienda nueva;Variación anual;2009T2;-3.9
Nacional;Vivienda nueva;Variación anual;2009T1;-2.0
Nacional;Vivienda nueva;Variación anual;2008T4;0.8
Nacional;Vivienda nueva;Variación anual;2008T3;3.7
Nacional;Vivienda nueva;Variación anual;2008T2;5.3
Nacional;Vivienda nueva;Variación anual;2008T1;7.2
Nacional;Vivienda nueva;Variación anual;2007T4;9.8
Nacional;Vivienda nueva;Variación anual;2007T3;11.4
Nacional;Vivienda nueva;Variación anual;2007T2;13.3
Nacional;Vivienda nueva;Variación anual;2007T1;13.3
Nacional;Vivienda nueva;Variación en lo que va de año;2019T4;5.3
Nacional;Vivienda nueva;Variación en lo que va de año;2019T3;5.4
Nacional;Vivienda nueva;Variación en lo que va de año;2019T2;3.9
Nacional;Vivienda nueva;Variación en lo que va de año;2019T1;4.3
Nacional;Vivienda nueva;Variación en lo que va de año;2018T4;8.0
Nacional;Vivienda nueva;Variación en lo que va de año;2018T3;6.8
Nacional;Vivienda nueva;Variación en lo que va de año;2018T2;4.7
Nacional;Vivienda nueva;Variación en lo que va de año;2018T1;2.1
Nacional;Vivienda nueva;Variación en lo que va de año;2017T4;7.4
Nacional;Vivienda nueva;Variación en lo que va de año;2017T3;8.0
Nacional;Vivienda nueva;Variación en lo que va de año;2017T2;6.3
Nacional;Vivienda nueva;Variación en lo que va de año;2017T1;3.7
Nacional;Vivienda nueva;Variación en lo que va de año;2016T4;4.3
Nacional;Vivienda nueva;Variación en lo que va de año;2016T3;5.8
Nacional;Vivienda nueva;Variación en lo que va de año;2016T2;6.3
Nacional;Vivienda nueva;Variación en lo que va de año;2016T1;2.6
Nacional;Vivienda nueva;Variación en lo que va de año;2015T4;5.8
Nacional;Vivienda nueva;Variación en lo que va de año;2015T3;4.4
Nacional;Vivienda nueva;Variación en lo que va de año;2015T2;3.8
Nacional;Vivienda nueva;Variación en lo que va de año;2015T1;2.2
Nacional;Vivienda nueva;Variación en lo que va de año;2014T4;1.9
Nacional;Vivienda nueva;Variación en lo que va de año;2014T3;2.0
Nacional;Vivienda nueva;Variación en lo que va de año;2014T2;0.8
Nacional;Vivienda nueva;Variación en lo que va de año;2014T1;0.1
Nacional;Vivienda nueva;Variación en lo que va de año;2013T4;-8.0
Nacional;Vivienda nueva;Variación en lo que va de año;2013T3;-6.9
Nacional;Vivienda nueva;Variación en lo que va de año;2013T2;-9.0
Nacional;Vivienda nueva;Variación en lo que va de año;2013T1;-6.8
Nacional;Vivienda nueva;Variación en lo que va de año;2012T4;-10.9
Nacional;Vivienda nueva;Variación en lo que va de año;2012T3;-9.9
Nacional;Vivienda nueva;Variación en lo que va de año;2012T2;-7.2
Nacional;Vivienda nueva;Variación en lo que va de año;2012T1;-4.8
Nacional;Vivienda nueva;Variación en lo que va de año;2011T4;-8.5
Nacional;Vivienda nueva;Variación en lo que va de año;2011T3;-4.7
Nacional;Vivienda nueva;Variación en lo que va de año;2011T2;-2.7
Nacional;Vivienda nueva;Variación en lo que va de año;2011T1;-1.3
Nacional;Vivienda nueva;Variación en lo que va de año;2010T4;-2.1
Nacional;Vivienda nueva;Variación en lo que va de año;2010T3;-1.8
Nacional;Vivienda nueva;Variación en lo que va de año;2010T2;0.4
Nacional;Vivienda nueva;Variación en lo que va de año;2010T1;-1.5
Nacional;Vivienda nueva;Variación en lo que va de año;2009T4;-5.1
Nacional;Vivienda nueva;Variación en lo que va de año;2009T3;-4.3
Nacional;Vivienda nueva;Variación en lo que va de año;2009T2;-3.1
Nacional;Vivienda nueva;Variación en lo que va de año;2009T1;-2.4
Nacional;Vivienda nueva;Variación en lo que va de año;2008T4;0.8
Nacional;Vivienda nueva;Variación en lo que va de año;2008T3;2.2
Nacional;Vivienda nueva;Variación en lo que va de año;2008T2;1.6
Nacional;Vivienda nueva;Variación en lo que va de año;2008T1;0.4
Nacional;Vivienda nueva;Variación en lo que va de año;2007T4;9.8
Nacional;Vivienda nueva;Variación en lo que va de año;2007T3;8.2
Nacional;Vivienda nueva;Variación en lo que va de año;2007T2;6.0
Nacional;Vivienda nueva;Variación en lo que va de año;2007T1;2.9
Nacional;Vivienda segunda mano;Índice;2019T4;124.720
Nacional;Vivienda segunda mano;Índice;2019T3;125.623
Nacional;Vivienda segunda mano;Índice;2019T2;123.659
Nacional;Vivienda segunda mano;Índice;2019T1;121.970
Nacional;Vivienda segunda mano;Índice;2018T4;120.656
Nacional;Vivienda segunda mano;Índice;2018T3;120.321
Nacional;Vivienda segunda mano;Índice;2018T2;117.752
Nacional;Vivienda segunda mano;Índice;2018T1;114.810
Nacional;Vivienda segunda mano;Índice;2017T4;113.384
Nacional;Vivienda segunda mano;Índice;2017T3;112.131
Nacional;Vivienda segunda mano;Índice;2017T2;110.064
Nacional;Vivienda segunda mano;Índice;2017T1;107.983
Nacional;Vivienda segunda mano;Índice;2016T4;105.803
Nacional;Vivienda segunda mano;Índice;2016T3;105.084
Nacional;Vivienda segunda mano;Índice;2016T2;104.045
Nacional;Vivienda segunda mano;Índice;2016T1;102.533
Nacional;Vivienda segunda mano;Índice;2015T4;101.241
Nacional;Vivienda segunda mano;Índice;2015T3;101.534
Nacional;Vivienda segunda mano;Índice;2015T2;100.852
Nacional;Vivienda segunda mano;Índice;2015T1;96.373
Nacional;Vivienda segunda mano;Índice;2014T4;97.379
Nacional;Vivienda segunda mano;Índice;2014T3;97.131
Nacional;Vivienda segunda mano;Índice;2014T2;97.119
Nacional;Vivienda segunda mano;Índice;2014T1;95.321
Nacional;Vivienda segunda mano;Índice;2013T4;95.713
Nacional;Vivienda segunda mano;Índice;2013T3;96.992
Nacional;Vivienda segunda mano;Índice;2013T2;96.893
Nacional;Vivienda segunda mano;Índice;2013T1;96.996
Nacional;Vivienda segunda mano;Índice;2012T4;103.724
Nacional;Vivienda segunda mano;Índice;2012T3;105.430
Nacional;Vivienda segunda mano;Índice;2012T2;110.242
Nacional;Vivienda segunda mano;Índice;2012T1;114.514
Nacional;Vivienda segunda mano;Índice;2011T4;120.666
Nacional;Vivienda segunda mano;Índice;2011T3;126.055
Nacional;Vivienda segunda mano;Índice;2011T2;130.805
Nacional;Vivienda segunda mano;Índice;2011T1;132.007
Nacional;Vivienda segunda mano;Índice;2010T4;139.816
Nacional;Vivienda segunda mano;Índice;2010T3;139.455
Nacional;Vivienda segunda mano;Índice;2010T2;142.599
Nacional;Vivienda segunda mano;Índice;2010T1;140.838
Nacional;Vivienda segunda mano;Índice;2009T4;142.127
Nacional;Vivienda segunda mano;Índice;2009T3;141.958
Nacional;Vivienda segunda mano;Índice;2009T2;142.616
Nacional;Vivienda segunda mano;Índice;2009T1;142.815
Nacional;Vivienda segunda mano;Índice;2008T4;147.259
Nacional;Vivienda segunda mano;Índice;2008T3;154.722
Nacional;Vivienda segunda mano;Índice;2008T2;160.557
Nacional;Vivienda segunda mano;Índice;2008T1;163.288
Nacional;Vivienda segunda mano;Índice;2007T4;164.973
Nacional;Vivienda segunda mano;Índice;2007T3;169.259
Nacional;Vivienda segunda mano;Índice;2007T2;168.847
Nacional;Vivienda segunda mano;Índice;2007T1;164.358
Nacional;Vivienda segunda mano;Variación trimestral;2019T4;-0.7
Nacional;Vivienda segunda mano;Variación trimestral;2019T3;1.6
Nacional;Vivienda segunda mano;Variación trimestral;2019T2;1.4
Nacional;Vivienda segunda mano;Variación trimestral;2019T1;1.1
Nacional;Vivienda segunda mano;Variación trimestral;2018T4;0.3
Nacional;Vivienda segunda mano;Variación trimestral;2018T3;2.2
Nacional;Vivienda segunda mano;Variación trimestral;2018T2;2.6
Nacional;Vivienda segunda mano;Variación trimestral;2018T1;1.3
Nacional;Vivienda segunda mano;Variación trimestral;2017T4;1.1
Nacional;Vivienda segunda mano;Variación trimestral;2017T3;1.9
Nacional;Vivienda segunda mano;Variación trimestral;2017T2;1.9
Nacional;Vivienda segunda mano;Variación trimestral;2017T1;2.1
Nacional;Vivienda segunda mano;Variación trimestral;2016T4;0.7
Nacional;Vivienda segunda mano;Variación trimestral;2016T3;1.0
Nacional;Vivienda segunda mano;Variación trimestral;2016T2;1.5
Nacional;Vivienda segunda mano;Variación trimestral;2016T1;1.3
Nacional;Vivienda segunda mano;Variación trimestral;2015T4;-0.3
Nacional;Vivienda segunda mano;Variación trimestral;2015T3;0.7
Nacional;Vivienda segunda mano;Variación trimestral;2015T2;4.6
Nacional;Vivienda segunda mano;Variación trimestral;2015T1;-1.0
Nacional;Vivienda segunda mano;Variación trimestral;2014T4;0.3
Nacional;Vivienda segunda mano;Variación trimestral;2014T3;0.0
Nacional;Vivienda segunda mano;Variación trimestral;2014T2;1.9
Nacional;Vivienda segunda mano;Variación trimestral;2014T1;-0.4
Nacional;Vivienda segunda mano;Variación trimestral;2013T4;-1.3
Nacional;Vivienda segunda mano;Variación trimestral;2013T3;0.1
Nacional;Vivienda segunda mano;Variación trimestral;2013T2;-0.1
Nacional;Vivienda segunda mano;Variación trimestral;2013T1;-6.5
Nacional;Vivienda segunda mano;Variación trimestral;2012T4;-1.6
Nacional;Vivienda segunda mano;Variación trimestral;2012T3;-4.4
Nacional;Vivienda segunda mano;Variación trimestral;2012T2;-3.7
Nacional;Vivienda segunda mano;Variación trimestral;2012T1;-5.1
Nacional;Vivienda segunda mano;Variación trimestral;2011T4;-4.3
Nacional;Vivienda segunda mano;Variación trimestral;2011T3;-3.6
Nacional;Vivienda segunda mano;Variación trimestral;2011T2;-0.9
Nacional;Vivienda segunda mano;Variación trimestral;2011T1;-5.6
Nacional;Vivienda segunda mano;Variación trimestral;2010T4;0.3
Nacional;Vivienda segunda mano;Variación trimestral;2010T3;-2.2
Nacional;Vivienda segunda mano;Variación trimestral;2010T2;1.2
Nacional;Vivienda segunda mano;Variación trimestral;2010T1;-0.9
Nacional;Vivienda segunda mano;Variación trimestral;2009T4;0.1
Nacional;Vivienda segunda mano;Variación trimestral;2009T3;-0.5
Nacional;Vivienda segunda mano;Variación trimestral;2009T2;-0.1
Nacional;Vivienda segunda mano;Variación trimestral;2009T1;-3.0
Nacional;Vivienda segunda mano;Variación trimestral;2008T4;-4.8
Nacional;Vivienda segunda mano;Variación trimestral;2008T3;-3.6
Nacional;Vivienda segunda mano;Variación trimestral;2008T2;-1.7
Nacional;Vivienda segunda mano;Variación trimestral;2008T1;-1.0
Nacional;Vivienda segunda mano;Variación trimestral;2007T4;-2.5
Nacional;Vivienda segunda mano;Variación trimestral;2007T3;0.2
Nacional;Vivienda segunda mano;Variación trimestral;2007T2;2.7
Nacional;Vivienda segunda mano;Variación trimestral;2007T1;2.0
Nacional;Vivienda segunda mano;Variación anual;2019T4;3.4
Nacional;Vivienda segunda mano;Variación anual;2019T3;4.4
Nacional;Vivienda segunda mano;Variación anual;2019T2;5.0
Nacional;Vivienda segunda mano;Variación anual;2019T1;6.2
Nacional;Vivienda segunda mano;Variación anual;2018T4;6.4
Nacional;Vivienda segunda mano;Variación anual;2018T3;7.3
Nacional;Vivienda segunda mano;Variación anual;2018T2;7.0
Nacional;Vivienda segunda mano;Variación anual;2018T1;6.3
Nacional;Vivienda segunda mano;Variación anual;2017T4;7.2
Nacional;Vivienda segunda mano;Variación anual;2017T3;6.7
Nacional;Vivienda segunda mano;Variación anual;2017T2;5.8
Nacional;Vivienda segunda mano;Variación anual;2017T1;5.3
Nacional;Vivienda segunda mano;Variación anual;2016T4;4.5
Nacional;Vivienda segunda mano;Variación anual;2016T3;3.5
Nacional;Vivienda segunda mano;Variación anual;2016T2;3.2
Nacional;Vivienda segunda mano;Variación anual;2016T1;6.4
Nacional;Vivienda segunda mano;Variación anual;2015T4;4.0
Nacional;Vivienda segunda mano;Variación anual;2015T3;4.5
Nacional;Vivienda segunda mano;Variación anual;2015T2;3.8
Nacional;Vivienda segunda mano;Variación anual;2015T1;1.1
Nacional;Vivienda segunda mano;Variación anual;2014T4;1.7
Nacional;Vivienda segunda mano;Variación anual;2014T3;0.1
Nacional;Vivienda segunda mano;Variación anual;2014T2;0.2
Nacional;Vivienda segunda mano;Variación anual;2014T1;-1.7
Nacional;Vivienda segunda mano;Variación anual;2013T4;-7.7
Nacional;Vivienda segunda mano;Variación anual;2013T3;-8.0
Nacional;Vivienda segunda mano;Variación anual;2013T2;-12.1
Nacional;Vivienda segunda mano;Variación anual;2013T1;-15.3
Nacional;Vivienda segunda mano;Variación anual;2012T4;-14.0
Nacional;Vivienda segunda mano;Variación anual;2012T3;-16.4
Nacional;Vivienda segunda mano;Variación anual;2012T2;-15.7
Nacional;Vivienda segunda mano;Variación anual;2012T1;-13.3
Nacional;Vivienda segunda mano;Variación anual;2011T4;-13.7
Nacional;Vivienda segunda mano;Variación anual;2011T3;-9.6
Nacional;Vivienda segunda mano;Variación anual;2011T2;-8.3
Nacional;Vivienda segunda mano;Variación anual;2011T1;-6.3
Nacional;Vivienda segunda mano;Variación anual;2010T4;-1.6
Nacional;Vivienda segunda mano;Variación anual;2010T3;-1.8
Nacional;Vivienda segunda mano;Variación anual;2010T2;0.0
Nacional;Vivienda segunda mano;Variación anual;2010T1;-1.4
Nacional;Vivienda segunda mano;Variación anual;2009T4;-3.5
Nacional;Vivienda segunda mano;Variación anual;2009T3;-8.3
Nacional;Vivienda segunda mano;Variación anual;2009T2;-11.2
Nacional;Vivienda segunda mano;Variación anual;2009T1;-12.5
Nacional;Vivienda segunda mano;Variación anual;2008T4;-10.7
Nacional;Vivienda segunda mano;Variación anual;2008T3;-8.6
Nacional;Vivienda segunda mano;Variación anual;2008T2;-4.9
Nacional;Vivienda segunda mano;Variación anual;2008T1;-0.7
Nacional;Vivienda segunda mano;Variación anual;2007T4;2.4
Nacional;Vivienda segunda mano;Variación anual;2007T3;7.5
Nacional;Vivienda segunda mano;Variación anual;2007T2;10.3
Nacional;Vivienda segunda mano;Variación anual;2007T1;13.0
Nacional;Vivienda segunda mano;Variación en lo que va de año;2019T4;3.4
Nacional;Vivienda segunda mano;Variación en lo que va de año;2019T3;4.1
Nacional;Vivienda segunda mano;Variación en lo que va de año;2019T2;2.5
Nacional;Vivienda segunda mano;Variación en lo que va de año;2019T1;1.1
Nacional;Vivienda segunda mano;Variación en lo que va de año;2018T4;6.4
Nacional;Vivienda segunda mano;Variación en lo que va de año;2018T3;6.1
Nacional;Vivienda segunda mano;Variación en lo que va de año;2018T2;3.9
Nacional;Vivienda segunda mano;Variación en lo que va de año;2018T1;1.3
Nacional;Vivienda segunda mano;Variación en lo que va de año;2017T4;7.2
Nacional;Vivienda segunda mano;Variación en lo que va de año;2017T3;6.0
Nacional;Vivienda segunda mano;Variación en lo que va de año;2017T2;4.0
Nacional;Vivienda segunda mano;Variación en lo que va de año;2017T1;2.1
Nacional;Vivienda segunda mano;Variación en lo que va de año;2016T4;4.5
Nacional;Vivienda segunda mano;Variación en lo que va de año;2016T3;3.8
Nacional;Vivienda segunda mano;Variación en lo que va de año;2016T2;2.8
Nacional;Vivienda segunda mano;Variación en lo que va de año;2016T1;1.3
Nacional;Vivienda segunda mano;Variación en lo que va de año;2015T4;4.0
Nacional;Vivienda segunda mano;Variación en lo que va de año;2015T3;4.3
Nacional;Vivienda segunda mano;Variación en lo que va de año;2015T2;3.6
Nacional;Vivienda segunda mano;Variación en lo que va de año;2015T1;-1.0
Nacional;Vivienda segunda mano;Variación en lo que va de año;2014T4;1.7
Nacional;Vivienda segunda mano;Variación en lo que va de año;2014T3;1.5
Nacional;Vivienda segunda mano;Variación en lo que va de año;2014T2;1.5
Nacional;Vivienda segunda mano;Variación en lo que va de año;2014T1;-0.4
Nacional;Vivienda segunda mano;Variación en lo que va de año;2013T4;-7.7
Nacional;Vivienda segunda mano;Variación en lo que va de año;2013T3;-6.5
Nacional;Vivienda segunda mano;Variación en lo que va de año;2013T2;-6.6
Nacional;Vivienda segunda mano;Variación en lo que va de año;2013T1;-6.5
Nacional;Vivienda segunda mano;Variación en lo que va de año;2012T4;-14.0
Nacional;Vivienda segunda mano;Variación en lo que va de año;2012T3;-12.6
Nacional;Vivienda segunda mano;Variación en lo que va de año;2012T2;-8.6
Nacional;Vivienda segunda mano;Variación en lo que va de año;2012T1;-5.1
Nacional;Vivienda segunda mano;Variación en lo que va de año;2011T4;-13.7
Nacional;Vivienda segunda mano;Variación en lo que va de año;2011T3;-9.8
Nacional;Vivienda segunda mano;Variación en lo que va de año;2011T2;-6.4
Nacional;Vivienda segunda mano;Variación en lo que va de año;2011T1;-5.6
Nacional;Vivienda segunda mano;Variación en lo que va de año;2010T4;-1.6
Nacional;Vivienda segunda mano;Variación en lo que va de año;2010T3;-1.9
Nacional;Vivienda segunda mano;Variación en lo que va de año;2010T2;0.3
Nacional;Vivienda segunda mano;Variación en lo que va de año;2010T1;-0.9
Nacional;Vivienda segunda mano;Variación en lo que va de año;2009T4;-3.5
Nacional;Vivienda segunda mano;Variación en lo que va de año;2009T3;-3.6
Nacional;Vivienda segunda mano;Variación en lo que va de año;2009T2;-3.2
Nacional;Vivienda segunda mano;Variación en lo que va de año;2009T1;-3.0
Nacional;Vivienda segunda mano;Variación en lo que va de año;2008T4;-10.7
Nacional;Vivienda segunda mano;Variación en lo que va de año;2008T3;-6.2
Nacional;Vivienda segunda mano;Variación en lo que va de año;2008T2;-2.7
Nacional;Vivienda segunda mano;Variación en lo que va de año;2008T1;-1.0
Nacional;Vivienda segunda mano;Variación en lo que va de año;2007T4;2.4
Nacional;Vivienda segunda mano;Variación en lo que va de año;2007T3;5.1
Nacional;Vivienda segunda mano;Variación en lo que va de año;2007T2;4.8
Nacional;Vivienda segunda mano;Variación en lo que va de año;2007T1;2.0
Andalucía;General;Índice;2019T4;118.553
Andalucía;General;Índice;2019T3;119.331
Andalucía;General;Índice;2019T2;116.842
Andalucía;General;Índice;2019T1;114.705
Andalucía;General;Índice;2018T4;113.831
Andalucía;General;Índice;2018T3;112.673
Andalucía;General;Índice;2018T2;110.695
Andalucía;General;Índice;2018T1;108.283
Andalucía;General;Índice;2017T4;107.763
Andalucía;General;Índice;2017T3;106.913
