Comunidades y Ciudades Autónomas;General. vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Galicia;Vivienda nueva;Índice;2017T3;110.530
Galicia;Vivienda nueva;Índice;2017T2;108.531
Galicia;Vivienda nueva;Índice;2017T1;106.753
Galicia;Vivienda nueva;Índice;2016T4;104.505
Galicia;Vivienda nueva;Índice;2016T3;106.252
Galicia;Vivienda nueva;Índice;2016T2;106.389
Galicia;Vivienda nueva;Índice;2016T1;104.044
Galicia;Vivienda nueva;Índice;2015T4;101.063
Galicia;Vivienda nueva;Índice;2015T3;100.762
Galicia;Vivienda nueva;Índice;2015T2;99.195
Galicia;Vivienda nueva;Índice;2015T1;98.980
Galicia;Vivienda nueva;Índice;2014T4;95.825
Galicia;Vivienda nueva;Índice;2014T3;98.545
Galicia;Vivienda nueva;Índice;2014T2;98.656
Galicia;Vivienda nueva;Índice;2014T1;96.038
Galicia;Vivienda nueva;Índice;2013T4;93.745
Galicia;Vivienda nueva;Índice;2013T3;99.215
Galicia;Vivienda nueva;Índice;2013T2;97.510
Galicia;Vivienda nueva;Índice;2013T1;99.764
Galicia;Vivienda nueva;Índice;2012T4;106.889
Galicia;Vivienda nueva;Índice;2012T3;106.502
Galicia;Vivienda nueva;Índice;2012T2;111.518
Galicia;Vivienda nueva;Índice;2012T1;113.659
Galicia;Vivienda nueva;Índice;2011T4;121.633
Galicia;Vivienda nueva;Índice;2011T3;124.392
Galicia;Vivienda nueva;Índice;2011T2;126.795
Galicia;Vivienda nueva;Índice;2011T1;127.048
Galicia;Vivienda nueva;Índice;2010T4;128.980
Galicia;Vivienda nueva;Índice;2010T3;127.679
Galicia;Vivienda nueva;Índice;2010T2;133.099
Galicia;Vivienda nueva;Índice;2010T1;130.489
Galicia;Vivienda nueva;Índice;2009T4;131.730
Galicia;Vivienda nueva;Índice;2009T3;132.965
Galicia;Vivienda nueva;Índice;2009T2;134.209
Galicia;Vivienda nueva;Índice;2009T1;133.929
Galicia;Vivienda nueva;Índice;2008T4;133.500
Galicia;Vivienda nueva;Índice;2008T3;133.900
Galicia;Vivienda nueva;Índice;2008T2;132.297
Galicia;Vivienda nueva;Índice;2008T1;130.134
Galicia;Vivienda nueva;Índice;2007T4;129.624
Galicia;Vivienda nueva;Índice;2007T3;125.602
Galicia;Vivienda nueva;Índice;2007T2;121.820
Galicia;Vivienda nueva;Índice;2007T1;118.588
Galicia;Vivienda nueva;Variación trimestral;2019T4;2.9
Galicia;Vivienda nueva;Variación trimestral;2019T3;-0.3
Galicia;Vivienda nueva;Variación trimestral;2019T2;1.1
Galicia;Vivienda nueva;Variación trimestral;2019T1;2.1
Galicia;Vivienda nueva;Variación trimestral;2018T4;3.0
Galicia;Vivienda nueva;Variación trimestral;2018T3;2.5
Galicia;Vivienda nueva;Variación trimestral;2018T2;-0.4
Galicia;Vivienda nueva;Variación trimestral;2018T1;4.8
Galicia;Vivienda nueva;Variación trimestral;2017T4;-0.7
Galicia;Vivienda nueva;Variación trimestral;2017T3;1.8
Galicia;Vivienda nueva;Variación trimestral;2017T2;1.7
Galicia;Vivienda nueva;Variación trimestral;2017T1;2.2
Galicia;Vivienda nueva;Variación trimestral;2016T4;-1.6
Galicia;Vivienda nueva;Variación trimestral;2016T3;-0.1
Galicia;Vivienda nueva;Variación trimestral;2016T2;2.3
Galicia;Vivienda nueva;Variación trimestral;2016T1;2.9
Galicia;Vivienda nueva;Variación trimestral;2015T4;0.3
Galicia;Vivienda nueva;Variación trimestral;2015T3;1.6
Galicia;Vivienda nueva;Variación trimestral;2015T2;0.2
Galicia;Vivienda nueva;Variación trimestral;2015T1;3.3
Galicia;Vivienda nueva;Variación trimestral;2014T4;-2.8
Galicia;Vivienda nueva;Variación trimestral;2014T3;-0.1
Galicia;Vivienda nueva;Variación trimestral;2014T2;2.7
Galicia;Vivienda nueva;Variación trimestral;2014T1;2.4
Galicia;Vivienda nueva;Variación trimestral;2013T4;-5.5
Galicia;Vivienda nueva;Variación trimestral;2013T3;1.7
Galicia;Vivienda nueva;Variación trimestral;2013T2;-2.3
Galicia;Vivienda nueva;Variación trimestral;2013T1;-6.7
Galicia;Vivienda nueva;Variación trimestral;2012T4;0.4
Galicia;Vivienda nueva;Variación trimestral;2012T3;-4.5
Galicia;Vivienda nueva;Variación trimestral;2012T2;-1.9
Galicia;Vivienda nueva;Variación trimestral;2012T1;-6.6
Galicia;Vivienda nueva;Variación trimestral;2011T4;-2.2
Galicia;Vivienda nueva;Variación trimestral;2011T3;-1.9
Galicia;Vivienda nueva;Variación trimestral;2011T2;-0.2
Galicia;Vivienda nueva;Variación trimestral;2011T1;-1.5
Galicia;Vivienda nueva;Variación trimestral;2010T4;1.0
Galicia;Vivienda nueva;Variación trimestral;2010T3;-4.1
Galicia;Vivienda nueva;Variación trimestral;2010T2;2.0
Galicia;Vivienda nueva;Variación trimestral;2010T1;-0.9
Galicia;Vivienda nueva;Variación trimestral;2009T4;-0.9
Galicia;Vivienda nueva;Variación trimestral;2009T3;-0.9
Galicia;Vivienda nueva;Variación trimestral;2009T2;0.2
Galicia;Vivienda nueva;Variación trimestral;2009T1;0.3
Galicia;Vivienda nueva;Variación trimestral;2008T4;-0.3
Galicia;Vivienda nueva;Variación trimestral;2008T3;1.2
Galicia;Vivienda nueva;Variación trimestral;2008T2;1.7
Galicia;Vivienda nueva;Variación trimestral;2008T1;0.4
Galicia;Vivienda nueva;Variación trimestral;2007T4;3.2
Galicia;Vivienda nueva;Variación trimestral;2007T3;3.1
Galicia;Vivienda nueva;Variación trimestral;2007T2;2.7
Galicia;Vivienda nueva;Variación trimestral;2007T1;2.6
Galicia;Vivienda nueva;Variación anual;2019T4;5.9
Galicia;Vivienda nueva;Variación anual;2019T3;6.0
Galicia;Vivienda nueva;Variación anual;2019T2;8.9
Galicia;Vivienda nueva;Variación anual;2019T1;7.3
Galicia;Vivienda nueva;Variación anual;2018T4;10.2
Galicia;Vivienda nueva;Variación anual;2018T3;6.1
Galicia;Vivienda nueva;Variación anual;2018T2;5.5
Galicia;Vivienda nueva;Variación anual;2018T1;7.7
Galicia;Vivienda nueva;Variación anual;2017T4;5.0
Galicia;Vivienda nueva;Variación anual;2017T3;4.0
Galicia;Vivienda nueva;Variación anual;2017T2;2.0
Galicia;Vivienda nueva;Variación anual;2017T1;2.6
Galicia;Vivienda nueva;Variación anual;2016T4;3.4
Galicia;Vivienda nueva;Variación anual;2016T3;5.4
Galicia;Vivienda nueva;Variación anual;2016T2;7.3
Galicia;Vivienda nueva;Variación anual;2016T1;5.1
Galicia;Vivienda nueva;Variación anual;2015T4;5.5
Galicia;Vivienda nueva;Variación anual;2015T3;2.2
Galicia;Vivienda nueva;Variación anual;2015T2;0.5
Galicia;Vivienda nueva;Variación anual;2015T1;3.1
Galicia;Vivienda nueva;Variación anual;2014T4;2.2
Galicia;Vivienda nueva;Variación anual;2014T3;-0.7
Galicia;Vivienda nueva;Variación anual;2014T2;1.2
Galicia;Vivienda nueva;Variación anual;2014T1;-3.7
Galicia;Vivienda nueva;Variación anual;2013T4;-12.3
Galicia;Vivienda nueva;Variación anual;2013T3;-6.8
Galicia;Vivienda nueva;Variación anual;2013T2;-12.6
Galicia;Vivienda nueva;Variación anual;2013T1;-12.2
Galicia;Vivienda nueva;Variación anual;2012T4;-12.1
Galicia;Vivienda nueva;Variación anual;2012T3;-14.4
Galicia;Vivienda nueva;Variación anual;2012T2;-12.0
Galicia;Vivienda nueva;Variación anual;2012T1;-10.5
Galicia;Vivienda nueva;Variación anual;2011T4;-5.7
Galicia;Vivienda nueva;Variación anual;2011T3;-2.6
Galicia;Vivienda nueva;Variación anual;2011T2;-4.7
Galicia;Vivienda nueva;Variación anual;2011T1;-2.6
Galicia;Vivienda nueva;Variación anual;2010T4;-2.1
Galicia;Vivienda nueva;Variación anual;2010T3;-4.0
Galicia;Vivienda nueva;Variación anual;2010T2;-0.8
Galicia;Vivienda nueva;Variación anual;2010T1;-2.6
Galicia;Vivienda nueva;Variación anual;2009T4;-1.3
Galicia;Vivienda nueva;Variación anual;2009T3;-0.7
Galicia;Vivienda nueva;Variación anual;2009T2;1.4
Galicia;Vivienda nueva;Variación anual;2009T1;2.9
Galicia;Vivienda nueva;Variación anual;2008T4;3.0
Galicia;Vivienda nueva;Variación anual;2008T3;6.6
Galicia;Vivienda nueva;Variación anual;2008T2;8.6
Galicia;Vivienda nueva;Variación anual;2008T1;9.7
Galicia;Vivienda nueva;Variación anual;2007T4;12.1
Galicia;Vivienda nueva;Variación anual;2007T3;11.3
Galicia;Vivienda nueva;Variación anual;2007T2;13.1
Galicia;Vivienda nueva;Variación anual;2007T1;14.0
Galicia;Vivienda nueva;Variación en lo que va de año;2019T4;5.9
Galicia;Vivienda nueva;Variación en lo que va de año;2019T3;2.8
Galicia;Vivienda nueva;Variación en lo que va de año;2019T2;3.2
Galicia;Vivienda nueva;Variación en lo que va de año;2019T1;2.1
Galicia;Vivienda nueva;Variación en lo que va de año;2018T4;10.2
Galicia;Vivienda nueva;Variación en lo que va de año;2018T3;6.9
Galicia;Vivienda nueva;Variación en lo que va de año;2018T2;4.4
Galicia;Vivienda nueva;Variación en lo que va de año;2018T1;4.8
Galicia;Vivienda nueva;Variación en lo que va de año;2017T4;5.0
Galicia;Vivienda nueva;Variación en lo que va de año;2017T3;5.8
Galicia;Vivienda nueva;Variación en lo que va de año;2017T2;3.9
Galicia;Vivienda nueva;Variación en lo que va de año;2017T1;2.2
Galicia;Vivienda nueva;Variación en lo que va de año;2016T4;3.4
Galicia;Vivienda nueva;Variación en lo que va de año;2016T3;5.1
Galicia;Vivienda nueva;Variación en lo que va de año;2016T2;5.3
Galicia;Vivienda nueva;Variación en lo que va de año;2016T1;2.9
Galicia;Vivienda nueva;Variación en lo que va de año;2015T4;5.5
Galicia;Vivienda nueva;Variación en lo que va de año;2015T3;5.2
Galicia;Vivienda nueva;Variación en lo que va de año;2015T2;3.5
Galicia;Vivienda nueva;Variación en lo que va de año;2015T1;3.3
Galicia;Vivienda nueva;Variación en lo que va de año;2014T4;2.2
Galicia;Vivienda nueva;Variación en lo que va de año;2014T3;5.1
Galicia;Vivienda nueva;Variación en lo que va de año;2014T2;5.2
Galicia;Vivienda nueva;Variación en lo que va de año;2014T1;2.4
Galicia;Vivienda nueva;Variación en lo que va de año;2013T4;-12.3
Galicia;Vivienda nueva;Variación en lo que va de año;2013T3;-7.2
Galicia;Vivienda nueva;Variación en lo que va de año;2013T2;-8.8
Galicia;Vivienda nueva;Variación en lo que va de año;2013T1;-6.7
Galicia;Vivienda nueva;Variación en lo que va de año;2012T4;-12.1
Galicia;Vivienda nueva;Variación en lo que va de año;2012T3;-12.4
Galicia;Vivienda nueva;Variación en lo que va de año;2012T2;-8.3
Galicia;Vivienda nueva;Variación en lo que va de año;2012T1;-6.6
Galicia;Vivienda nueva;Variación en lo que va de año;2011T4;-5.7
Galicia;Vivienda nueva;Variación en lo que va de año;2011T3;-3.6
Galicia;Vivienda nueva;Variación en lo que va de año;2011T2;-1.7
Galicia;Vivienda nueva;Variación en lo que va de año;2011T1;-1.5
Galicia;Vivienda nueva;Variación en lo que va de año;2010T4;-2.1
Galicia;Vivienda nueva;Variación en lo que va de año;2010T3;-3.1
Galicia;Vivienda nueva;Variación en lo que va de año;2010T2;1.0
Galicia;Vivienda nueva;Variación en lo que va de año;2010T1;-0.9
Galicia;Vivienda nueva;Variación en lo que va de año;2009T4;-1.3
Galicia;Vivienda nueva;Variación en lo que va de año;2009T3;-0.4
Galicia;Vivienda nueva;Variación en lo que va de año;2009T2;0.5
Galicia;Vivienda nueva;Variación en lo que va de año;2009T1;0.3
Galicia;Vivienda nueva;Variación en lo que va de año;2008T4;3.0
Galicia;Vivienda nueva;Variación en lo que va de año;2008T3;3.3
Galicia;Vivienda nueva;Variación en lo que va de año;2008T2;2.1
Galicia;Vivienda nueva;Variación en lo que va de año;2008T1;0.4
Galicia;Vivienda nueva;Variación en lo que va de año;2007T4;12.1
Galicia;Vivienda nueva;Variación en lo que va de año;2007T3;8.6
Galicia;Vivienda nueva;Variación en lo que va de año;2007T2;5.4
Galicia;Vivienda nueva;Variación en lo que va de año;2007T1;2.6
Galicia;Vivienda segunda mano;Índice;2019T4;110.786
Galicia;Vivienda segunda mano;Índice;2019T3;110.372
Galicia;Vivienda segunda mano;Índice;2019T2;109.450
Galicia;Vivienda segunda mano;Índice;2019T1;107.231
Galicia;Vivienda segunda mano;Índice;2018T4;106.909
Galicia;Vivienda segunda mano;Índice;2018T3;106.798
Galicia;Vivienda segunda mano;Índice;2018T2;105.086
Galicia;Vivienda segunda mano;Índice;2018T1;104.161
Galicia;Vivienda segunda mano;Índice;2017T4;103.774
Galicia;Vivienda segunda mano;Índice;2017T3;102.923
Galicia;Vivienda segunda mano;Índice;2017T2;101.343
Galicia;Vivienda segunda mano;Índice;2017T1;101.706
Galicia;Vivienda segunda mano;Índice;2016T4;101.282
Galicia;Vivienda segunda mano;Índice;2016T3;101.557
Galicia;Vivienda segunda mano;Índice;2016T2;100.433
Galicia;Vivienda segunda mano;Índice;2016T1;100.624
Galicia;Vivienda segunda mano;Índice;2015T4;99.587
Galicia;Vivienda segunda mano;Índice;2015T3;101.533
Galicia;Vivienda segunda mano;Índice;2015T2;100.971
Galicia;Vivienda segunda mano;Índice;2015T1;97.909
Galicia;Vivienda segunda mano;Índice;2014T4;99.144
Galicia;Vivienda segunda mano;Índice;2014T3;98.723
Galicia;Vivienda segunda mano;Índice;2014T2;99.889
Galicia;Vivienda segunda mano;Índice;2014T1;98.092
Galicia;Vivienda segunda mano;Índice;2013T4;98.682
Galicia;Vivienda segunda mano;Índice;2013T3;100.307
Galicia;Vivienda segunda mano;Índice;2013T2;99.566
Galicia;Vivienda segunda mano;Índice;2013T1;100.841
Galicia;Vivienda segunda mano;Índice;2012T4;109.039
Galicia;Vivienda segunda mano;Índice;2012T3;108.243
Galicia;Vivienda segunda mano;Índice;2012T2;115.252
Galicia;Vivienda segunda mano;Índice;2012T1;118.747
Galicia;Vivienda segunda mano;Índice;2011T4;125.934
Galicia;Vivienda segunda mano;Índice;2011T3;130.483
Galicia;Vivienda segunda mano;Índice;2011T2;134.206
Galicia;Vivienda segunda mano;Índice;2011T1;135.835
Galicia;Vivienda segunda mano;Índice;2010T4;143.602
Galicia;Vivienda segunda mano;Índice;2010T3;139.774
Galicia;Vivienda segunda mano;Índice;2010T2;143.909
Galicia;Vivienda segunda mano;Índice;2010T1;140.604
Galicia;Vivienda segunda mano;Índice;2009T4;143.275
Galicia;Vivienda segunda mano;Índice;2009T3;142.069
Galicia;Vivienda segunda mano;Índice;2009T2;144.935
Galicia;Vivienda segunda mano;Índice;2009T1;143.685
Galicia;Vivienda segunda mano;Índice;2008T4;145.866
Galicia;Vivienda segunda mano;Índice;2008T3;148.881
Galicia;Vivienda segunda mano;Índice;2008T2;152.220
Galicia;Vivienda segunda mano;Índice;2008T1;153.422
Galicia;Vivienda segunda mano;Índice;2007T4;154.911
Galicia;Vivienda segunda mano;Índice;2007T3;155.302
Galicia;Vivienda segunda mano;Índice;2007T2;153.830
Galicia;Vivienda segunda mano;Índice;2007T1;148.266
Galicia;Vivienda segunda mano;Variación trimestral;2019T4;0.4
Galicia;Vivienda segunda mano;Variación trimestral;2019T3;0.8
Galicia;Vivienda segunda mano;Variación trimestral;2019T2;2.1
Galicia;Vivienda segunda mano;Variación trimestral;2019T1;0.3
Galicia;Vivienda segunda mano;Variación trimestral;2018T4;0.1
Galicia;Vivienda segunda mano;Variación trimestral;2018T3;1.6
Galicia;Vivienda segunda mano;Variación trimestral;2018T2;0.9
Galicia;Vivienda segunda mano;Variación trimestral;2018T1;0.4
Galicia;Vivienda segunda mano;Variación trimestral;2017T4;0.8
Galicia;Vivienda segunda mano;Variación trimestral;2017T3;1.6
Galicia;Vivienda segunda mano;Variación trimestral;2017T2;-0.4
Galicia;Vivienda segunda mano;Variación trimestral;2017T1;0.4
Galicia;Vivienda segunda mano;Variación trimestral;2016T4;-0.3
Galicia;Vivienda segunda mano;Variación trimestral;2016T3;1.1
Galicia;Vivienda segunda mano;Variación trimestral;2016T2;-0.2
Galicia;Vivienda segunda mano;Variación trimestral;2016T1;1.0
Galicia;Vivienda segunda mano;Variación trimestral;2015T4;-1.9
Galicia;Vivienda segunda mano;Variación trimestral;2015T3;0.6
Galicia;Vivienda segunda mano;Variación trimestral;2015T2;3.1
Galicia;Vivienda segunda mano;Variación trimestral;2015T1;-1.2
Galicia;Vivienda segunda mano;Variación trimestral;2014T4;0.4
Galicia;Vivienda segunda mano;Variación trimestral;2014T3;-1.2
Galicia;Vivienda segunda mano;Variación trimestral;2014T2;1.8
Galicia;Vivienda segunda mano;Variación trimestral;2014T1;-0.6
Galicia;Vivienda segunda mano;Variación trimestral;2013T4;-1.6
Galicia;Vivienda segunda mano;Variación trimestral;2013T3;0.7
Galicia;Vivienda segunda mano;Variación trimestral;2013T2;-1.3
Galicia;Vivienda segunda mano;Variación trimestral;2013T1;-7.5
Galicia;Vivienda segunda mano;Variación trimestral;2012T4;0.7
Galicia;Vivienda segunda mano;Variación trimestral;2012T3;-6.1
Galicia;Vivienda segunda mano;Variación trimestral;2012T2;-2.9
Galicia;Vivienda segunda mano;Variación trimestral;2012T1;-5.7
Galicia;Vivienda segunda mano;Variación trimestral;2011T4;-3.5
Galicia;Vivienda segunda mano;Variación trimestral;2011T3;-2.8
Galicia;Vivienda segunda mano;Variación trimestral;2011T2;-1.2
Galicia;Vivienda segunda mano;Variación trimestral;2011T1;-5.4
Galicia;Vivienda segunda mano;Variación trimestral;2010T4;2.7
Galicia;Vivienda segunda mano;Variación trimestral;2010T3;-2.9
Galicia;Vivienda segunda mano;Variación trimestral;2010T2;2.4
Galicia;Vivienda segunda mano;Variación trimestral;2010T1;-1.9
Galicia;Vivienda segunda mano;Variación trimestral;2009T4;0.8
Galicia;Vivienda segunda mano;Variación trimestral;2009T3;-2.0
Galicia;Vivienda segunda mano;Variación trimestral;2009T2;0.9
Galicia;Vivienda segunda mano;Variación trimestral;2009T1;-1.5
Galicia;Vivienda segunda mano;Variación trimestral;2008T4;-2.0
Galicia;Vivienda segunda mano;Variación trimestral;2008T3;-2.2
Galicia;Vivienda segunda mano;Variación trimestral;2008T2;-0.8
Galicia;Vivienda segunda mano;Variación trimestral;2008T1;-1.0
Galicia;Vivienda segunda mano;Variación trimestral;2007T4;-0.3
Galicia;Vivienda segunda mano;Variación trimestral;2007T3;1.0
Galicia;Vivienda segunda mano;Variación trimestral;2007T2;3.8
Galicia;Vivienda segunda mano;Variación trimestral;2007T1;1.8
Galicia;Vivienda segunda mano;Variación anual;2019T4;3.6
Galicia;Vivienda segunda mano;Variación anual;2019T3;3.3
Galicia;Vivienda segunda mano;Variación anual;2019T2;4.2
Galicia;Vivienda segunda mano;Variación anual;2019T1;2.9
Galicia;Vivienda segunda mano;Variación anual;2018T4;3.0
Galicia;Vivienda segunda mano;Variación anual;2018T3;3.8
Galicia;Vivienda segunda mano;Variación anual;2018T2;3.7
Galicia;Vivienda segunda mano;Variación anual;2018T1;2.4
Galicia;Vivienda segunda mano;Variación anual;2017T4;2.5
Galicia;Vivienda segunda mano;Variación anual;2017T3;1.3
Galicia;Vivienda segunda mano;Variación anual;2017T2;0.9
Galicia;Vivienda segunda mano;Variación anual;2017T1;1.1
Galicia;Vivienda segunda mano;Variación anual;2016T4;1.7
Galicia;Vivienda segunda mano;Variación anual;2016T3;0.0
Galicia;Vivienda segunda mano;Variación anual;2016T2;-0.5
Galicia;Vivienda segunda mano;Variación anual;2016T1;2.8
Galicia;Vivienda segunda mano;Variación anual;2015T4;0.4
Galicia;Vivienda segunda mano;Variación anual;2015T3;2.8
Galicia;Vivienda segunda mano;Variación anual;2015T2;1.1
Galicia;Vivienda segunda mano;Variación anual;2015T1;-0.2
Galicia;Vivienda segunda mano;Variación anual;2014T4;0.5
Galicia;Vivienda segunda mano;Variación anual;2014T3;-1.6
Galicia;Vivienda segunda mano;Variación anual;2014T2;0.3
Galicia;Vivienda segunda mano;Variación anual;2014T1;-2.7
Galicia;Vivienda segunda mano;Variación anual;2013T4;-9.5
Galicia;Vivienda segunda mano;Variación anual;2013T3;-7.3
Galicia;Vivienda segunda mano;Variación anual;2013T2;-13.6
Galicia;Vivienda segunda mano;Variación anual;2013T1;-15.1
Galicia;Vivienda segunda mano;Variación anual;2012T4;-13.4
Galicia;Vivienda segunda mano;Variación anual;2012T3;-17.0
Galicia;Vivienda segunda mano;Variación anual;2012T2;-14.1
Galicia;Vivienda segunda mano;Variación anual;2012T1;-12.6
Galicia;Vivienda segunda mano;Variación anual;2011T4;-12.3
Galicia;Vivienda segunda mano;Variación anual;2011T3;-6.6
Galicia;Vivienda segunda mano;Variación anual;2011T2;-6.7
Galicia;Vivienda segunda mano;Variación anual;2011T1;-3.4
Galicia;Vivienda segunda mano;Variación anual;2010T4;0.2
Galicia;Vivienda segunda mano;Variación anual;2010T3;-1.6
Galicia;Vivienda segunda mano;Variación anual;2010T2;-0.7
Galicia;Vivienda segunda mano;Variación anual;2010T1;-2.1
Galicia;Vivienda segunda mano;Variación anual;2009T4;-1.8
Galicia;Vivienda segunda mano;Variación anual;2009T3;-4.6
Galicia;Vivienda segunda mano;Variación anual;2009T2;-4.8
Galicia;Vivienda segunda mano;Variación anual;2009T1;-6.3
Galicia;Vivienda segunda mano;Variación anual;2008T4;-5.8
Galicia;Vivienda segunda mano;Variación anual;2008T3;-4.1
Galicia;Vivienda segunda mano;Variación anual;2008T2;-1.0
Galicia;Vivienda segunda mano;Variación anual;2008T1;3.5
Galicia;Vivienda segunda mano;Variación anual;2007T4;6.4
Galicia;Vivienda segunda mano;Variación anual;2007T3;8.4
Galicia;Vivienda segunda mano;Variación anual;2007T2;11.2
Galicia;Vivienda segunda mano;Variación anual;2007T1;13.2
Galicia;Vivienda segunda mano;Variación en lo que va de año;2019T4;3.6
Galicia;Vivienda segunda mano;Variación en lo que va de año;2019T3;3.2
Galicia;Vivienda segunda mano;Variación en lo que va de año;2019T2;2.4
Galicia;Vivienda segunda mano;Variación en lo que va de año;2019T1;0.3
Galicia;Vivienda segunda mano;Variación en lo que va de año;2018T4;3.0
Galicia;Vivienda segunda mano;Variación en lo que va de año;2018T3;2.9
Galicia;Vivienda segunda mano;Variación en lo que va de año;2018T2;1.3
Galicia;Vivienda segunda mano;Variación en lo que va de año;2018T1;0.4
Galicia;Vivienda segunda mano;Variación en lo que va de año;2017T4;2.5
Galicia;Vivienda segunda mano;Variación en lo que va de año;2017T3;1.6
Galicia;Vivienda segunda mano;Variación en lo que va de año;2017T2;0.1
Galicia;Vivienda segunda mano;Variación en lo que va de año;2017T1;0.4
Galicia;Vivienda segunda mano;Variación en lo que va de año;2016T4;1.7
Galicia;Vivienda segunda mano;Variación en lo que va de año;2016T3;2.0
Galicia;Vivienda segunda mano;Variación en lo que va de año;2016T2;0.8
Galicia;Vivienda segunda mano;Variación en lo que va de año;2016T1;1.0
Galicia;Vivienda segunda mano;Variación en lo que va de año;2015T4;0.4
Galicia;Vivienda segunda mano;Variación en lo que va de año;2015T3;2.4
Galicia;Vivienda segunda mano;Variación en lo que va de año;2015T2;1.8
Galicia;Vivienda segunda mano;Variación en lo que va de año;2015T1;-1.2
Galicia;Vivienda segunda mano;Variación en lo que va de año;2014T4;0.5
Galicia;Vivienda segunda mano;Variación en lo que va de año;2014T3;0.0
Galicia;Vivienda segunda mano;Variación en lo que va de año;2014T2;1.2
Galicia;Vivienda segunda mano;Variación en lo que va de año;2014T1;-0.6
Galicia;Vivienda segunda mano;Variación en lo que va de año;2013T4;-9.5
Galicia;Vivienda segunda mano;Variación en lo que va de año;2013T3;-8.0
Galicia;Vivienda segunda mano;Variación en lo que va de año;2013T2;-8.7
Galicia;Vivienda segunda mano;Variación en lo que va de año;2013T1;-7.5
Galicia;Vivienda segunda mano;Variación en lo que va de año;2012T4;-13.4
Galicia;Vivienda segunda mano;Variación en lo que va de año;2012T3;-14.0
Galicia;Vivienda segunda mano;Variación en lo que va de año;2012T2;-8.5
Galicia;Vivienda segunda mano;Variación en lo que va de año;2012T1;-5.7
Galicia;Vivienda segunda mano;Variación en lo que va de año;2011T4;-12.3
Galicia;Vivienda segunda mano;Variación en lo que va de año;2011T3;-9.1
Galicia;Vivienda segunda mano;Variación en lo que va de año;2011T2;-6.5
Galicia;Vivienda segunda mano;Variación en lo que va de año;2011T1;-5.4
Galicia;Vivienda segunda mano;Variación en lo que va de año;2010T4;0.2
Galicia;Vivienda segunda mano;Variación en lo que va de año;2010T3;-2.4
Galicia;Vivienda segunda mano;Variación en lo que va de año;2010T2;0.4
Galicia;Vivienda segunda mano;Variación en lo que va de año;2010T1;-1.9
Galicia;Vivienda segunda mano;Variación en lo que va de año;2009T4;-1.8
Galicia;Vivienda segunda mano;Variación en lo que va de año;2009T3;-2.6
Galicia;Vivienda segunda mano;Variación en lo que va de año;2009T2;-0.6
Galicia;Vivienda segunda mano;Variación en lo que va de año;2009T1;-1.5
Galicia;Vivienda segunda mano;Variación en lo que va de año;2008T4;-5.8
Galicia;Vivienda segunda mano;Variación en lo que va de año;2008T3;-3.9
Galicia;Vivienda segunda mano;Variación en lo que va de año;2008T2;-1.7
Galicia;Vivienda segunda mano;Variación en lo que va de año;2008T1;-1.0
Galicia;Vivienda segunda mano;Variación en lo que va de año;2007T4;6.4
Galicia;Vivienda segunda mano;Variación en lo que va de año;2007T3;6.7
Galicia;Vivienda segunda mano;Variación en lo que va de año;2007T2;5.6
Galicia;Vivienda segunda mano;Variación en lo que va de año;2007T1;1.8
Comunidad de Madrid;General;Índice;2019T4;140.469
Comunidad de Madrid;General;Índice;2019T3;142.864
Comunidad de Madrid;General;Índice;2019T2;140.795
Comunidad de Madrid;General;Índice;2019T1;140.440
Comunidad de Madrid;General;Índice;2018T4;136.465
Comunidad de Madrid;General;Índice;2018T3;136.576
Comunidad de Madrid;General;Índice;2018T2;132.253
Comunidad de Madrid;General;Índice;2018T1;128.005
Comunidad de Madrid;General;Índice;2017T4;124.536
Comunidad de Madrid;General;Índice;2017T3;123.166
Comunidad de Madrid;General;Índice;2017T2;120.105
Comunidad de Madrid;General;Índice;2017T1;116.205
Comunidad de Madrid;General;Índice;2016T4;111.280
Comunidad de Madrid;General;Índice;2016T3;109.629
Comunidad de Madrid;General;Índice;2016T2;108.331
Comunidad de Madrid;General;Índice;2016T1;105.026
Comunidad de Madrid;General;Índice;2015T4;102.077
Comunidad de Madrid;General;Índice;2015T3;101.685
Comunidad de Madrid;General;Índice;2015T2;100.535
Comunidad de Madrid;General;Índice;2015T1;95.703
Comunidad de Madrid;General;Índice;2014T4;95.116
Comunidad de Madrid;General;Índice;2014T3;95.101
Comunidad de Madrid;General;Índice;2014T2;94.531
Comunidad de Madrid;General;Índice;2014T1;93.540
Comunidad de Madrid;General;Índice;2013T4;92.434
Comunidad de Madrid;General;Índice;2013T3;92.492
Comunidad de Madrid;General;Índice;2013T2;92.054
Comunidad de Madrid;General;Índice;2013T1;91.832
Comunidad de Madrid;General;Índice;2012T4;98.843
Comunidad de Madrid;General;Índice;2012T3;100.739
Comunidad de Madrid;General;Índice;2012T2;106.040
Comunidad de Madrid;General;Índice;2012T1;110.315
Comunidad de Madrid;General;Índice;2011T4;113.702
Comunidad de Madrid;General;Índice;2011T3;122.707
Comunidad de Madrid;General;Índice;2011T2;126.254
Comunidad de Madrid;General;Índice;2011T1;128.643
Comunidad de Madrid;General;Índice;2010T4;134.844
Comunidad de Madrid;General;Índice;2010T3;134.630
Comunidad de Madrid;General;Índice;2010T2;135.869
Comunidad de Madrid;General;Índice;2010T1;132.691
