TERRITORIO;TIPOLOGÍA PENAL;a_2013;a_2014;Var_porc_14s13
Municipio de Cuenca;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de Cuenca;3.-DELINCUENCIA VIOLENTA (EU);17;18;5,9
Municipio de Cuenca;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);12;15;25
Municipio de Cuenca;4.-ROBOS CON FUERZA;78;74;-5,1
Municipio de Cuenca;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);19;31;63,2
Municipio de Cuenca;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);4;8;100
Municipio de Cuenca;6.-TRÁFICO DE DROGAS (EU);0;0;0
Municipio de Cuenca;7.-DAÑOS;61;77;26,2
Municipio de Cuenca;8.-HURTOS;164;152;-7,3
Provincia de Guadalajara;1.-DELITOS Y FALTAS (EU);2367;2397;1,3
Provincia de Guadalajara;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Provincia de Guadalajara;3.-DELINCUENCIA VIOLENTA (EU);57;45;-21,1
Provincia de Guadalajara;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);48;29;-39,6
Provincia de Guadalajara;4.-ROBOS CON FUERZA;632;677;7,1
Provincia de Guadalajara;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);271;323;19,2
Provincia de Guadalajara;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);77;42;-45,5
Provincia de Guadalajara;6.-TRÁFICO DE DROGAS (EU);5;2;-60
Provincia de Guadalajara;7.-DAÑOS;407;408;0,2
Provincia de Guadalajara;8.-HURTOS;543;567;4,4
Municipio de Guadalajara;1.-DELITOS Y FALTAS (EU);851;857;0,7
Municipio de Guadalajara;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Guadalajara;3.-DELINCUENCIA VIOLENTA (EU);29;21;-27,6
Municipio de Guadalajara;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);26;15;-42,3
Municipio de Guadalajara;4.-ROBOS CON FUERZA;172;151;-12,2
Municipio de Guadalajara;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);38;42;10,5
Municipio de Guadalajara;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);30;21;-30
Municipio de Guadalajara;6.-TRÁFICO DE DROGAS (EU);2;0;-100
Municipio de Guadalajara;7.-DAÑOS;147;137;-6,8
Municipio de Guadalajara;8.-HURTOS;268;283;5,6
Provincia de Toledo;1.-DELITOS Y FALTAS (EU);7390;7156;-3,2
Provincia de Toledo;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;3;200
Provincia de Toledo;3.-DELINCUENCIA VIOLENTA (EU);172;167;-2,9
Provincia de Toledo;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);126;119;-5,6
Provincia de Toledo;4.-ROBOS CON FUERZA;2519;2379;-5,6
Provincia de Toledo;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);1070;1096;2,4
Provincia de Toledo;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);144;134;-6,9
Provincia de Toledo;6.-TRÁFICO DE DROGAS (EU);35;25;-28,6
Provincia de Toledo;7.-DAÑOS;753;740;-1,7
Provincia de Toledo;8.-HURTOS;1459;1482;1,6
Municipio de Talavera de la Reina;1.-DELITOS Y FALTAS (EU);672;661;-1,6
Municipio de Talavera de la Reina;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Talavera de la Reina;3.-DELINCUENCIA VIOLENTA (EU);16;29;81,3
Municipio de Talavera de la Reina;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);12;22;83,3
Municipio de Talavera de la Reina;4.-ROBOS CON FUERZA;121;112;-7,4
Municipio de Talavera de la Reina;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);35;38;8,6
Municipio de Talavera de la Reina;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);9;11;22,2
Municipio de Talavera de la Reina;6.-TRÁFICO DE DROGAS (EU);7;4;-42,9
Municipio de Talavera de la Reina;7.-DAÑOS;66;72;9,1
Municipio de Talavera de la Reina;8.-HURTOS;266;255;-4,1
Municipio de Toledo;1.-DELITOS Y FALTAS (EU);804;788;-2
Municipio de Toledo;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Toledo;3.-DELINCUENCIA VIOLENTA (EU);29;33;13,8
Municipio de Toledo;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);26;20;-23,1
Municipio de Toledo;4.-ROBOS CON FUERZA;143;115;-19,6
Municipio de Toledo;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);46;20;-56,5
Municipio de Toledo;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);20;16;-20
Municipio de Toledo;6.-TRÁFICO DE DROGAS (EU);7;5;-28,6
Municipio de Toledo;7.-DAÑOS;69;68;-1,4
Municipio de Toledo;8.-HURTOS;222;247;11,3
CATALUÑA;1.-DELITOS Y FALTAS (EU);104205;101026;-3,1
CATALUÑA;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);10;20;100
CATALUÑA;3.-DELINCUENCIA VIOLENTA (EU);8392;7331;-12,6
CATALUÑA;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);7554;6492;-14,1
CATALUÑA;4.-ROBOS CON FUERZA;20747;18404;-11,3
CATALUÑA;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);6258;6067;-3,1
CATALUÑA;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);2636;2394;-9,2
CATALUÑA;6.-TRÁFICO DE DROGAS (EU);463;437;-5,6
CATALUÑA;7.-DAÑOS;9859;9451;-4,1
CATALUÑA;8.-HURTOS;37503;36437;-2,8
Provincia de Barcelona;1.-DELITOS Y FALTAS (EU);79210;77588;-2
Provincia de Barcelona;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);9;16;77,8
Provincia de Barcelona;3.-DELINCUENCIA VIOLENTA (EU);7370;6500;-11,8
Provincia de Barcelona;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);6770;5873;-13,2
Provincia de Barcelona;4.-ROBOS CON FUERZA;13623;12319;-9,6
Provincia de Barcelona;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);3579;3811;6,5
Provincia de Barcelona;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);2255;2089;-7,4
Provincia de Barcelona;6.-TRÁFICO DE DROGAS (EU);288;265;-8
Provincia de Barcelona;7.-DAÑOS;7222;6983;-3,3
Provincia de Barcelona;8.-HURTOS;31141;30382;-2,4
Provincia de Girona;1.-DELITOS Y FALTAS (EU);9645;9286;-3,7
Provincia de Girona;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Provincia de Girona;3.-DELINCUENCIA VIOLENTA (EU);379;285;-24,8
Provincia de Girona;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);288;202;-29,9
Provincia de Girona;4.-ROBOS CON FUERZA;2635;2248;-14,7
Provincia de Girona;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);1052;862;-18,1
Provincia de Girona;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);188;156;-17
Provincia de Girona;6.-TRÁFICO DE DROGAS (EU);113;95;-15,9
Provincia de Girona;7.-DAÑOS;1031;1022;-0,9
Provincia de Girona;8.-HURTOS;2602;2532;-2,7
Provincia de Lleida;1.-DELITOS Y FALTAS (EU);5095;4639;-8,9
Provincia de Lleida;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Provincia de Lleida;3.-DELINCUENCIA VIOLENTA (EU);224;180;-19,6
Provincia de Lleida;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);167;122;-26,9
Provincia de Lleida;4.-ROBOS CON FUERZA;1253;1001;-20,1
Provincia de Lleida;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);247;178;-27,9
Provincia de Lleida;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);58;43;-25,9
Provincia de Lleida;6.-TRÁFICO DE DROGAS (EU);27;23;-14,8
Provincia de Lleida;7.-DAÑOS;584;567;-2,9
Provincia de Lleida;8.-HURTOS;1423;1334;-6,3
Provincia de Tarragona;1.-DELITOS Y FALTAS (EU);10255;9513;-7,2
Provincia de Tarragona;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;3;200
Provincia de Tarragona;3.-DELINCUENCIA VIOLENTA (EU);419;366;-12,6
Provincia de Tarragona;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);329;295;-10,3
Provincia de Tarragona;4.-ROBOS CON FUERZA;3236;2836;-12,4
Provincia de Tarragona;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);1380;1216;-11,9
Provincia de Tarragona;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);135;106;-21,5
Provincia de Tarragona;6.-TRÁFICO DE DROGAS (EU);35;54;54,3
Provincia de Tarragona;7.-DAÑOS;1022;879;-14
Provincia de Tarragona;8.-HURTOS;2337;2189;-6,3
COMUNITAT VALENCIANA;1.-DELITOS Y FALTAS (EU);65109;60192;-7,6
COMUNITAT VALENCIANA;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);10;12;20
COMUNITAT VALENCIANA;3.-DELINCUENCIA VIOLENTA (EU);2884;2337;-19
COMUNITAT VALENCIANA;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);2443;1850;-24,3
COMUNITAT VALENCIANA;4.-ROBOS CON FUERZA;14775;12703;-14
COMUNITAT VALENCIANA;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);6714;6042;-10
COMUNITAT VALENCIANA;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);1392;1100;-21
COMUNITAT VALENCIANA;6.-TRÁFICO DE DROGAS (EU);361;333;-7,8
COMUNITAT VALENCIANA;7.-DAÑOS;8488;7659;-9,8
COMUNITAT VALENCIANA;8.-HURTOS;20355;18704;-8,1
Provincia de Alicante/Alacant;1.-DELITOS Y FALTAS (EU);24155;22331;-7,6
Provincia de Alicante/Alacant;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;7;133,3
Provincia de Alicante/Alacant;3.-DELINCUENCIA VIOLENTA (EU);846;653;-22,8
Provincia de Alicante/Alacant;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);678;497;-26,7
Provincia de Alicante/Alacant;4.-ROBOS CON FUERZA;5499;4846;-11,9
Provincia de Alicante/Alacant;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);2994;2483;-17,1
Provincia de Alicante/Alacant;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);606;485;-20
Provincia de Alicante/Alacant;6.-TRÁFICO DE DROGAS (EU);176;135;-23,3
Provincia de Alicante/Alacant;7.-DAÑOS;2972;2628;-11,6
Provincia de Alicante/Alacant;8.-HURTOS;7306;6772;-7,3
Municipio de Alcoy/Alcoi;1.-DELITOS Y FALTAS (EU);392;461;17,6
Municipio de Alcoy/Alcoi;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Alcoy/Alcoi;3.-DELINCUENCIA VIOLENTA (EU);7;18;157,1
Municipio de Alcoy/Alcoi;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);3;15;400
Municipio de Alcoy/Alcoi;4.-ROBOS CON FUERZA;76;81;6,6
Municipio de Alcoy/Alcoi;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);32;40;25
Municipio de Alcoy/Alcoi;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);6;9;50
Municipio de Alcoy/Alcoi;6.-TRÁFICO DE DROGAS (EU);3;0;-100
Municipio de Alcoy/Alcoi;7.-DAÑOS;50;72;44
Municipio de Alcoy/Alcoi;8.-HURTOS;121;119;-1,7
Municipio de Alicante/Alacant;1.-DELITOS Y FALTAS (EU);4461;4441;-0,4
Municipio de Alicante/Alacant;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100
Municipio de Alicante/Alacant;3.-DELINCUENCIA VIOLENTA (EU);239;189;-20,9
Municipio de Alicante/Alacant;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);200;155;-22,5
Municipio de Alicante/Alacant;4.-ROBOS CON FUERZA;575;672;16,9
Municipio de Alicante/Alacant;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);216;223;3,2
Municipio de Alicante/Alacant;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);148;122;-17,6
Municipio de Alicante/Alacant;6.-TRÁFICO DE DROGAS (EU);51;34;-33,3
Municipio de Alicante/Alacant;7.-DAÑOS;524;490;-6,5
Municipio de Alicante/Alacant;8.-HURTOS;1578;1660;5,2
Municipio de Benidorm;1.-DELITOS Y FALTAS (EU);1615;1438;-11
Municipio de Benidorm;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Benidorm;3.-DELINCUENCIA VIOLENTA (EU);76;71;-6,6
Municipio de Benidorm;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);68;50;-26,5
Municipio de Benidorm;4.-ROBOS CON FUERZA;124;131;5,6
Municipio de Benidorm;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);56;47;-16,1
Municipio de Benidorm;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);46;31;-32,6
Municipio de Benidorm;6.-TRÁFICO DE DROGAS (EU);7;11;57,1
Municipio de Benidorm;7.-DAÑOS;170;151;-11,2
Municipio de Benidorm;8.-HURTOS;750;630;-16
Municipio de Elche/Elx;1.-DELITOS Y FALTAS (EU);2489;2501;0,5
Municipio de Elche/Elx;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Elche/Elx;3.-DELINCUENCIA VIOLENTA (EU);66;84;27,3
Municipio de Elche/Elx;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);58;58;0
Municipio de Elche/Elx;4.-ROBOS CON FUERZA;511;385;-24,7
Municipio de Elche/Elx;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);164;125;-23,8
Municipio de Elche/Elx;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);79;78;-1,3
Municipio de Elche/Elx;6.-TRÁFICO DE DROGAS (EU);17;18;5,9
Municipio de Elche/Elx;7.-DAÑOS;275;229;-16,7
Municipio de Elche/Elx;8.-HURTOS;898;922;2,7
Municipio de Elda;1.-DELITOS Y FALTAS (EU);646;416;-35,6
Municipio de Elda;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de Elda;3.-DELINCUENCIA VIOLENTA (EU);25;12;-52
Municipio de Elda;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);19;8;-57,9
Municipio de Elda;4.-ROBOS CON FUERZA;155;90;-41,9
Municipio de Elda;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);55;33;-40
Municipio de Elda;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);23;12;-47,8
Municipio de Elda;6.-TRÁFICO DE DROGAS (EU);18;4;-77,8
Municipio de Elda;7.-DAÑOS;102;42;-58,8
Municipio de Elda;8.-HURTOS;169;82;-51,5
Municipio de Orihuela;1.-DELITOS Y FALTAS (EU);946;862;-8,9
Municipio de Orihuela;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Orihuela;3.-DELINCUENCIA VIOLENTA (EU);33;24;-27,3
Municipio de Orihuela;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);25;16;-36
Municipio de Orihuela;4.-ROBOS CON FUERZA;247;229;-7,3
Municipio de Orihuela;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);141;112;-20,6
Municipio de Orihuela;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);21;15;-28,6
Municipio de Orihuela;6.-TRÁFICO DE DROGAS (EU);7;4;-42,9
Municipio de Orihuela;7.-DAÑOS;100;93;-7
Municipio de Orihuela;8.-HURTOS;277;229;-17,3
Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;1.-DELITOS Y FALTAS (EU);711;646;-9,1
Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;3.-DELINCUENCIA VIOLENTA (EU);19;6;-68,4
Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);17;4;-76,5
Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;4.-ROBOS CON FUERZA;154;122;-20,8
Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);91;62;-31,9
Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);23;12;-47,8
Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;6.-TRÁFICO DE DROGAS (EU);7;3;-57,1
Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;7.-DAÑOS;102;98;-3,9
Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;8.-HURTOS;222;200;-9,9
Municipio de Torrevieja;1.-DELITOS Y FALTAS (EU);1472;1542;4,8
Municipio de Torrevieja;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100
Municipio de Torrevieja;3.-DELINCUENCIA VIOLENTA (EU);66;51;-22,7
Municipio de Torrevieja;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);49;36;-26,5
Municipio de Torrevieja;4.-ROBOS CON FUERZA;282;334;18,4
Municipio de Torrevieja;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);185;225;21,6
Municipio de Torrevieja;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);26;21;-19,2
Municipio de Torrevieja;6.-TRÁFICO DE DROGAS (EU);12;10;-16,7
Municipio de Torrevieja;7.-DAÑOS;185;169;-8,6
Municipio de Torrevieja;8.-HURTOS;458;501;9,4
Provincia de Castellón/Castelló;1.-DELITOS Y FALTAS (EU);7134;6436;-9,8
Provincia de Castellón/Castelló;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;0;-100
Provincia de Castellón/Castelló;3.-DELINCUENCIA VIOLENTA (EU);212;161;-24,1
Provincia de Castellón/Castelló;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);166;95;-42,8
Provincia de Castellón/Castelló;4.-ROBOS CON FUERZA;2130;1778;-16,5
Provincia de Castellón/Castelló;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);906;861;-5
Provincia de Castellón/Castelló;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);125;87;-30,4
Provincia de Castellón/Castelló;6.-TRÁFICO DE DROGAS (EU);18;14;-22,2
Provincia de Castellón/Castelló;7.-DAÑOS;915;802;-12,3
Provincia de Castellón/Castelló;8.-HURTOS;1981;1789;-9,7
Municipio de Castellón de la Plana/Castelló de la Plana;1.-DELITOS Y FALTAS (EU);1880;1643;-12,6
Municipio de Castellón de la Plana/Castelló de la Plana;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Castellón de la Plana/Castelló de la Plana;3.-DELINCUENCIA VIOLENTA (EU);72;61;-15,3
Municipio de Castellón de la Plana/Castelló de la Plana;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);59;45;-23,7
Municipio de Castellón de la Plana/Castelló de la Plana;4.-ROBOS CON FUERZA;410;306;-25,4
Municipio de Castellón de la Plana/Castelló de la Plana;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);158;165;4,4
Municipio de Castellón de la Plana/Castelló de la Plana;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);38;31;-18,4
Municipio de Castellón de la Plana/Castelló de la Plana;6.-TRÁFICO DE DROGAS (EU);6;3;-50
Municipio de Castellón de la Plana/Castelló de la Plana;7.-DAÑOS;154;148;-3,9
Municipio de Castellón de la Plana/Castelló de la Plana;8.-HURTOS;678;598;-11,8
Municipio de Vila-Real;1.-DELITOS Y FALTAS (EU);514;407;-20,8
Municipio de Vila-Real;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100
Municipio de Vila-Real;3.-DELINCUENCIA VIOLENTA (EU);15;12;-20
Municipio de Vila-Real;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);13;6;-53,8
Municipio de Vila-Real;4.-ROBOS CON FUERZA;151;99;-34,4
Municipio de Vila-Real;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);55;34;-38,2
Municipio de Vila-Real;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);7;6;-14,3
Municipio de Vila-Real;6.-TRÁFICO DE DROGAS (EU);1;0;-100
Municipio de Vila-Real;7.-DAÑOS;53;49;-7,5
Municipio de Vila-Real;8.-HURTOS;157;122;-22,3
Provincia de Valencia/València;1.-DELITOS Y FALTAS (EU);33820;31425;-7,1
Provincia de Valencia/València;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);4;5;25
Provincia de Valencia/València;3.-DELINCUENCIA VIOLENTA (EU);1826;1523;-16,6
Provincia de Valencia/València;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);1599;1258;-21,3
Provincia de Valencia/València;4.-ROBOS CON FUERZA;7146;6079;-14,9
Provincia de Valencia/València;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);2814;2698;-4,1
Provincia de Valencia/València;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);661;528;-20,1
Provincia de Valencia/València;6.-TRÁFICO DE DROGAS (EU);167;184;10,2
Provincia de Valencia/València;7.-DAÑOS;4601;4229;-8,1
Provincia de Valencia/València;8.-HURTOS;11068;10143;-8,4
Municipio de Gandia;1.-DELITOS Y FALTAS (EU);1289;1118;-13,3
Municipio de Gandia;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100
Municipio de Gandia;3.-DELINCUENCIA VIOLENTA (EU);25;39;56
Municipio de Gandia;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);20;20;0
Municipio de Gandia;4.-ROBOS CON FUERZA;190;133;-30
Municipio de Gandia;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);75;35;-53,3
Municipio de Gandia;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);39;28;-28,2
Municipio de Gandia;6.-TRÁFICO DE DROGAS (EU);6;12;100
Municipio de Gandia;7.-DAÑOS;178;137;-23
Municipio de Gandia;8.-HURTOS;430;347;-19,3
Municipio de Paterna;1.-DELITOS Y FALTAS (EU);627;689;9,9
Municipio de Paterna;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Paterna;3.-DELINCUENCIA VIOLENTA (EU);20;27;35
Municipio de Paterna;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);18;25;38,9
Municipio de Paterna;4.-ROBOS CON FUERZA;126;156;23,8
Municipio de Paterna;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);44;46;4,5
Municipio de Paterna;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);15;12;-20
Municipio de Paterna;6.-TRÁFICO DE DROGAS (EU);0;6;100
Municipio de Paterna;7.-DAÑOS;61;115;88,5
Municipio de Paterna;8.-HURTOS;191;168;-12
Municipio de Sagunto/Sagunt;1.-DELITOS Y FALTAS (EU);850;723;-14,9
Municipio de Sagunto/Sagunt;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Sagunto/Sagunt;3.-DELINCUENCIA VIOLENTA (EU);29;34;17,2
Municipio de Sagunto/Sagunt;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);23;25;8,7
Municipio de Sagunto/Sagunt;4.-ROBOS CON FUERZA;213;201;-5,6
Municipio de Sagunto/Sagunt;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);116;120;3,4
Municipio de Sagunto/Sagunt;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);18;17;-5,6
Municipio de Sagunto/Sagunt;6.-TRÁFICO DE DROGAS (EU);13;7;-46,2
Municipio de Sagunto/Sagunt;7.-DAÑOS;100;74;-26
Municipio de Sagunto/Sagunt;8.-HURTOS;263;205;-22,1
Municipio de Torrent;1.-DELITOS Y FALTAS (EU);897;782;-12,8
Municipio de Torrent;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0
Municipio de Torrent;3.-DELINCUENCIA VIOLENTA (EU);43;31;-27,9
Municipio de Torrent;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);40;22;-45
Municipio de Torrent;4.-ROBOS CON FUERZA;217;198;-8,8
Municipio de Torrent;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);83;96;15,7
Municipio de Torrent;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);15;9;-40
Municipio de Torrent;6.-TRÁFICO DE DROGAS (EU);4;6;50
Municipio de Torrent;7.-DAÑOS;117;108;-7,7
Municipio de Torrent;8.-HURTOS;240;197;-17,9
Municipio de Valencia;1.-DELITOS Y FALTAS (EU);12679;12428;-2
Municipio de Valencia;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;1;0
Municipio de Valencia;3.-DELINCUENCIA VIOLENTA (EU);1061;875;-17,5
Municipio de Valencia;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);965;775;-19,7
Municipio de Valencia;4.-ROBOS CON FUERZA;1723;1559;-9,5
Municipio de Valencia;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);373;513;37,5
Municipio de Valencia;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);236;215;-8,9
Municipio de Valencia;6.-TRÁFICO DE DROGAS (EU);56;70;25
Municipio de Valencia;7.-DAÑOS;1531;1401;-8,5
Municipio de Valencia;8.-HURTOS;5197;5169;-0,5
EXTREMADURA;1.-DELITOS Y FALTAS (EU);7690;6975;-9,3
EXTREMADURA;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);5;1;-80
EXTREMADURA;3.-DELINCUENCIA VIOLENTA (EU);195;140;-28,2
EXTREMADURA;3.1.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);119;78;-34,5
EXTREMADURA;4.-ROBOS CON FUERZA;1429;1269;-11,2
EXTREMADURA;4.1.-ROBOS CON FUERZA EN DOMICILIOS (EU);410;385;-6,1
EXTREMADURA;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);108;102;-5,6
EXTREMADURA;6.-TRÁFICO DE DROGAS (EU);65;56;-13,8
EXTREMADURA;7.-DAÑOS;876;849;-3,1
