Comunidad,Año,Trimestre,Tipo de delito,Denuncias
País Vasco,2016,2,Homicidios dolosos y asesinatos consumados,4
País Vasco,2016,2,Hurtos,13668
País Vasco,2016,2,"Robos con fuerza, violencia o intimidación",0
País Vasco,2016,2,Sustracciones de vehículos,526
País Vasco,2016,2,Tráfico de drogas,169
País Vasco,2016,2,Otros,40641
La Rioja,2016,2,Homicidios dolosos y asesinatos consumados,0
La Rioja,2016,2,Hurtos,1373
La Rioja,2016,2,"Robos con fuerza, violencia o intimidación",0
La Rioja,2016,2,Sustracciones de vehículos,52
La Rioja,2016,2,Tráfico de drogas,34
La Rioja,2016,2,Otros,3885
Ceuta,2016,2,Homicidios dolosos y asesinatos consumados,1
Ceuta,2016,2,Hurtos,451
Ceuta,2016,2,"Robos con fuerza, violencia o intimidación",0
Ceuta,2016,2,Sustracciones de vehículos,231
Ceuta,2016,2,Tráfico de drogas,145
Ceuta,2016,2,Otros,2321
Melilla,2016,2,Homicidios dolosos y asesinatos consumados,0
Melilla,2016,2,Hurtos,647
Melilla,2016,2,"Robos con fuerza, violencia o intimidación",0
Melilla,2016,2,Sustracciones de vehículos,48
Melilla,2016,2,Tráfico de drogas,55
Melilla,2016,2,Otros,2371
Andalucía,2016,3,Homicidios dolosos y asesinatos consumados,49
Andalucía,2016,3,Hurtos,84445
Andalucía,2016,3,"Robos con fuerza, violencia o intimidación",0
Andalucía,2016,3,Sustracciones de vehículos,6600
Andalucía,2016,3,Tráfico de drogas,2444
Andalucía,2016,3,Otros,252684
Aragón,2016,3,Homicidios dolosos y asesinatos consumados,8
Aragón,2016,3,Hurtos,8720
Aragón,2016,3,"Robos con fuerza, violencia o intimidación",0
Aragón,2016,3,Sustracciones de vehículos,256
Aragón,2016,3,Tráfico de drogas,179
Aragón,2016,3,Otros,28206
Principado de Asturias,2016,3,Homicidios dolosos y asesinatos consumados,4
Principado de Asturias,2016,3,Hurtos,5768
Principado de Asturias,2016,3,"Robos con fuerza, violencia o intimidación",0
Principado de Asturias,2016,3,Sustracciones de vehículos,279
Principado de Asturias,2016,3,Tráfico de drogas,78
Principado de Asturias,2016,3,Otros,19711
Islas Baleares,2016,3,Homicidios dolosos y asesinatos consumados,8
Islas Baleares,2016,3,Hurtos,22920
Islas Baleares,2016,3,"Robos con fuerza, violencia o intimidación",0
Islas Baleares,2016,3,Sustracciones de vehículos,1442
Islas Baleares,2016,3,Tráfico de drogas,416
Islas Baleares,2016,3,Otros,53775
Canarias,2016,3,Homicidios dolosos y asesinatos consumados,14
Canarias,2016,3,Hurtos,23286
Canarias,2016,3,"Robos con fuerza, violencia o intimidación",0
Canarias,2016,3,Sustracciones de vehículos,1209
Canarias,2016,3,Tráfico de drogas,469
Canarias,2016,3,Otros,66330
Cantabria,2016,3,Homicidios dolosos y asesinatos consumados,0
Cantabria,2016,3,Hurtos,3865
Cantabria,2016,3,"Robos con fuerza, violencia o intimidación",0
Cantabria,2016,3,Sustracciones de vehículos,175
Cantabria,2016,3,Tráfico de drogas,71
Cantabria,2016,3,Otros,12739
Castilla y León,2016,3,Homicidios dolosos y asesinatos consumados,6
Castilla y León,2016,3,Hurtos,16932
Castilla y León,2016,3,"Robos con fuerza, violencia o intimidación",0
Castilla y León,2016,3,Sustracciones de vehículos,672
Castilla y León,2016,3,Tráfico de drogas,259
Castilla y León,2016,3,Otros,54316
Castilla-La Mancha,2016,3,Homicidios dolosos y asesinatos consumados,10
Castilla-La Mancha,2016,3,Hurtos,12078
Castilla-La Mancha,2016,3,"Robos con fuerza, violencia o intimidación",0
Castilla-La Mancha,2016,3,Sustracciones de vehículos,1109
Castilla-La Mancha,2016,3,Tráfico de drogas,271
Castilla-La Mancha,2016,3,Otros,48238
Cataluña,2016,3,Homicidios dolosos y asesinatos consumados,41
Cataluña,2016,3,Hurtos,124432
Cataluña,2016,3,"Robos con fuerza, violencia o intimidación",0
Cataluña,2016,3,Sustracciones de vehículos,5915
Cataluña,2016,3,Tráfico de drogas,1666
Cataluña,2016,3,Otros,306558
Comunidad Valenciana,2016,3,Homicidios dolosos y asesinatos consumados,23
Comunidad Valenciana,2016,3,Hurtos,59599
Comunidad Valenciana,2016,3,"Robos con fuerza, violencia o intimidación",0
Comunidad Valenciana,2016,3,Sustracciones de vehículos,3320
Comunidad Valenciana,2016,3,Tráfico de drogas,1292
Comunidad Valenciana,2016,3,Otros,176393
Extremadura,2016,3,Homicidios dolosos y asesinatos consumados,4
Extremadura,2016,3,Hurtos,5548
Extremadura,2016,3,"Robos con fuerza, violencia o intimidación",0
Extremadura,2016,3,Sustracciones de vehículos,309
Extremadura,2016,3,Tráfico de drogas,162
Extremadura,2016,3,Otros,19748
Galicia,2016,3,Homicidios dolosos y asesinatos consumados,11
Galicia,2016,3,Hurtos,16418
Galicia,2016,3,"Robos con fuerza, violencia o intimidación",0
Galicia,2016,3,Sustracciones de vehículos,802
Galicia,2016,3,Tráfico de drogas,253
Galicia,2016,3,Otros,56411
Comunidad de Madrid,2016,3,Homicidios dolosos y asesinatos consumados,29
Comunidad de Madrid,2016,3,Hurtos,110411
Comunidad de Madrid,2016,3,"Robos con fuerza, violencia o intimidación",0
Comunidad de Madrid,2016,3,Sustracciones de vehículos,7681
Comunidad de Madrid,2016,3,Tráfico de drogas,1083
Comunidad de Madrid,2016,3,Otros,277774
Región de Murcia,2016,3,Homicidios dolosos y asesinatos consumados,10
Región de Murcia,2016,3,Hurtos,12010
Región de Murcia,2016,3,"Robos con fuerza, violencia o intimidación",0
Región de Murcia,2016,3,Sustracciones de vehículos,991
Región de Murcia,2016,3,Tráfico de drogas,222
Región de Murcia,2016,3,Otros,38726
Comunidad Foral de Navarra,2016,3,Homicidios dolosos y asesinatos consumados,0
Comunidad Foral de Navarra,2016,3,Hurtos,6398
Comunidad Foral de Navarra,2016,3,"Robos con fuerza, violencia o intimidación",0
Comunidad Foral de Navarra,2016,3,Sustracciones de vehículos,168
Comunidad Foral de Navarra,2016,3,Tráfico de drogas,166
Comunidad Foral de Navarra,2016,3,Otros,19705
País Vasco,2016,3,Homicidios dolosos y asesinatos consumados,6
País Vasco,2016,3,Hurtos,22054
País Vasco,2016,3,"Robos con fuerza, violencia o intimidación",0
País Vasco,2016,3,Sustracciones de vehículos,763
País Vasco,2016,3,Tráfico de drogas,253
País Vasco,2016,3,Otros,62224
La Rioja,2016,3,Homicidios dolosos y asesinatos consumados,0
La Rioja,2016,3,Hurtos,2109
La Rioja,2016,3,"Robos con fuerza, violencia o intimidación",0
La Rioja,2016,3,Sustracciones de vehículos,77
La Rioja,2016,3,Tráfico de drogas,43
La Rioja,2016,3,Otros,5984
Ceuta,2016,3,Homicidios dolosos y asesinatos consumados,3
Ceuta,2016,3,Hurtos,713
Ceuta,2016,3,"Robos con fuerza, violencia o intimidación",0
Ceuta,2016,3,Sustracciones de vehículos,304
Ceuta,2016,3,Tráfico de drogas,199
Ceuta,2016,3,Otros,3448
Melilla,2016,3,Homicidios dolosos y asesinatos consumados,1
Melilla,2016,3,Hurtos,994
Melilla,2016,3,"Robos con fuerza, violencia o intimidación",0
Melilla,2016,3,Sustracciones de vehículos,79
Melilla,2016,3,Tráfico de drogas,70
Melilla,2016,3,Otros,3644
Andalucía,2016,4,Homicidios dolosos y asesinatos consumados,49
Andalucía,2016,4,Hurtos,84445
Andalucía,2016,4,"Robos con fuerza, violencia o intimidación",0
Andalucía,2016,4,Sustracciones de vehículos,6600
Andalucía,2016,4,Tráfico de drogas,2444
Andalucía,2016,4,Otros,252684
Aragón,2016,4,Homicidios dolosos y asesinatos consumados,8
Aragón,2016,4,Hurtos,8720
Aragón,2016,4,"Robos con fuerza, violencia o intimidación",0
Aragón,2016,4,Sustracciones de vehículos,256
Aragón,2016,4,Tráfico de drogas,179
Aragón,2016,4,Otros,28206
Principado de Asturias,2016,4,Homicidios dolosos y asesinatos consumados,4
Principado de Asturias,2016,4,Hurtos,5768
Principado de Asturias,2016,4,"Robos con fuerza, violencia o intimidación",0
Principado de Asturias,2016,4,Sustracciones de vehículos,279
Principado de Asturias,2016,4,Tráfico de drogas,78
Principado de Asturias,2016,4,Otros,19711
Islas Baleares,2016,4,Homicidios dolosos y asesinatos consumados,8
Islas Baleares,2016,4,Hurtos,22920
Islas Baleares,2016,4,"Robos con fuerza, violencia o intimidación",0
Islas Baleares,2016,4,Sustracciones de vehículos,1442
Islas Baleares,2016,4,Tráfico de drogas,416
Islas Baleares,2016,4,Otros,53775
Canarias,2016,4,Homicidios dolosos y asesinatos consumados,14
Canarias,2016,4,Hurtos,23286
Canarias,2016,4,"Robos con fuerza, violencia o intimidación",0
Canarias,2016,4,Sustracciones de vehículos,1209
Canarias,2016,4,Tráfico de drogas,469
Canarias,2016,4,Otros,66330
Cantabria,2016,4,Homicidios dolosos y asesinatos consumados,0
Cantabria,2016,4,Hurtos,3865
Cantabria,2016,4,"Robos con fuerza, violencia o intimidación",0
Cantabria,2016,4,Sustracciones de vehículos,175
Cantabria,2016,4,Tráfico de drogas,71
Cantabria,2016,4,Otros,12739
Castilla y León,2016,4,Homicidios dolosos y asesinatos consumados,6
Castilla y León,2016,4,Hurtos,16932
Castilla y León,2016,4,"Robos con fuerza, violencia o intimidación",0
Castilla y León,2016,4,Sustracciones de vehículos,672
Castilla y León,2016,4,Tráfico de drogas,259
Castilla y León,2016,4,Otros,54316
Castilla-La Mancha,2016,4,Homicidios dolosos y asesinatos consumados,10
Castilla-La Mancha,2016,4,Hurtos,12078
Castilla-La Mancha,2016,4,"Robos con fuerza, violencia o intimidación",0
Castilla-La Mancha,2016,4,Sustracciones de vehículos,1109
Castilla-La Mancha,2016,4,Tráfico de drogas,271
Castilla-La Mancha,2016,4,Otros,48238
Cataluña,2016,4,Homicidios dolosos y asesinatos consumados,41
Cataluña,2016,4,Hurtos,124432
Cataluña,2016,4,"Robos con fuerza, violencia o intimidación",0
Cataluña,2016,4,Sustracciones de vehículos,5915
Cataluña,2016,4,Tráfico de drogas,1666
Cataluña,2016,4,Otros,306558
Comunidad Valenciana,2016,4,Homicidios dolosos y asesinatos consumados,23
Comunidad Valenciana,2016,4,Hurtos,59599
Comunidad Valenciana,2016,4,"Robos con fuerza, violencia o intimidación",0
Comunidad Valenciana,2016,4,Sustracciones de vehículos,3320
Comunidad Valenciana,2016,4,Tráfico de drogas,1292
Comunidad Valenciana,2016,4,Otros,176393
Extremadura,2016,4,Homicidios dolosos y asesinatos consumados,4
Extremadura,2016,4,Hurtos,5548
Extremadura,2016,4,"Robos con fuerza, violencia o intimidación",0
Extremadura,2016,4,Sustracciones de vehículos,309
Extremadura,2016,4,Tráfico de drogas,162
Extremadura,2016,4,Otros,19748
Galicia,2016,4,Homicidios dolosos y asesinatos consumados,11
Galicia,2016,4,Hurtos,16418
Galicia,2016,4,"Robos con fuerza, violencia o intimidación",0
Galicia,2016,4,Sustracciones de vehículos,802
Galicia,2016,4,Tráfico de drogas,253
Galicia,2016,4,Otros,56411
Comunidad de Madrid,2016,4,Homicidios dolosos y asesinatos consumados,29
Comunidad de Madrid,2016,4,Hurtos,110411
Comunidad de Madrid,2016,4,"Robos con fuerza, violencia o intimidación",0
Comunidad de Madrid,2016,4,Sustracciones de vehículos,7681
Comunidad de Madrid,2016,4,Tráfico de drogas,1083
Comunidad de Madrid,2016,4,Otros,277774
Región de Murcia,2016,4,Homicidios dolosos y asesinatos consumados,10
Región de Murcia,2016,4,Hurtos,12010
Región de Murcia,2016,4,"Robos con fuerza, violencia o intimidación",0
Región de Murcia,2016,4,Sustracciones de vehículos,991
Región de Murcia,2016,4,Tráfico de drogas,222
Región de Murcia,2016,4,Otros,38726
Comunidad Foral de Navarra,2016,4,Homicidios dolosos y asesinatos consumados,0
Comunidad Foral de Navarra,2016,4,Hurtos,6398
Comunidad Foral de Navarra,2016,4,"Robos con fuerza, violencia o intimidación",0
Comunidad Foral de Navarra,2016,4,Sustracciones de vehículos,168
Comunidad Foral de Navarra,2016,4,Tráfico de drogas,166
Comunidad Foral de Navarra,2016,4,Otros,19705
País Vasco,2016,4,Homicidios dolosos y asesinatos consumados,6
País Vasco,2016,4,Hurtos,22054
País Vasco,2016,4,"Robos con fuerza, violencia o intimidación",0
País Vasco,2016,4,Sustracciones de vehículos,763
País Vasco,2016,4,Tráfico de drogas,253
País Vasco,2016,4,Otros,62224
La Rioja,2016,4,Homicidios dolosos y asesinatos consumados,0
La Rioja,2016,4,Hurtos,2109
La Rioja,2016,4,"Robos con fuerza, violencia o intimidación",0
La Rioja,2016,4,Sustracciones de vehículos,77
La Rioja,2016,4,Tráfico de drogas,43
La Rioja,2016,4,Otros,5984
Ceuta,2016,4,Homicidios dolosos y asesinatos consumados,3
Ceuta,2016,4,Hurtos,713
Ceuta,2016,4,"Robos con fuerza, violencia o intimidación",0
Ceuta,2016,4,Sustracciones de vehículos,304
Ceuta,2016,4,Tráfico de drogas,199
Ceuta,2016,4,Otros,3448
Melilla,2016,4,Homicidios dolosos y asesinatos consumados,1
Melilla,2016,4,Hurtos,994
Melilla,2016,4,"Robos con fuerza, violencia o intimidación",0
Melilla,2016,4,Sustracciones de vehículos,79
Melilla,2016,4,Tráfico de drogas,70
Melilla,2016,4,Otros,3644
Andalucía,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,40
Andalucía,2017,Trimestre 3,Hurtos,79451
Andalucía,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",5754
Andalucía,2017,Trimestre 3,Sustracciones de vehículos,6766
Andalucía,2017,Trimestre 3,Tráfico de drogas,2693
Andalucía,2017,Trimestre 3,Otros,131
Aragón,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,43
Aragón,2017,Trimestre 3,Hurtos,87549
Aragón,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",6329
Aragón,2017,Trimestre 3,Sustracciones de vehículos,7091
Aragón,2017,Trimestre 3,Tráfico de drogas,2907
Aragón,2017,Trimestre 3,Otros,152
Principado de Asturias,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,44
Principado de Asturias,2017,Trimestre 3,Hurtos,93067
Principado de Asturias,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",6632
Principado de Asturias,2017,Trimestre 3,Sustracciones de vehículos,7409
Principado de Asturias,2017,Trimestre 3,Tráfico de drogas,3012
Principado de Asturias,2017,Trimestre 3,Otros,168
Islas Baleares,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,47
Islas Baleares,2017,Trimestre 3,Hurtos,116902
Islas Baleares,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",7695
Islas Baleares,2017,Trimestre 3,Sustracciones de vehículos,8725
Islas Baleares,2017,Trimestre 3,Tráfico de drogas,3433
Islas Baleares,2017,Trimestre 3,Otros,213
Canarias,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,62
Canarias,2017,Trimestre 3,Hurtos,139719
Canarias,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",8789
Canarias,2017,Trimestre 3,Sustracciones de vehículos,10117
Canarias,2017,Trimestre 3,Tráfico de drogas,3897
Canarias,2017,Trimestre 3,Otros,269
Cantabria,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,65
Cantabria,2017,Trimestre 3,Hurtos,143522
Cantabria,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",8952
Cantabria,2017,Trimestre 3,Sustracciones de vehículos,10293
Cantabria,2017,Trimestre 3,Tráfico de drogas,3942
Cantabria,2017,Trimestre 3,Otros,273
Castilla-La Mancha,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,76
Castilla-La Mancha,2017,Trimestre 3,Hurtos,155023
Castilla-La Mancha,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",9735
Castilla-La Mancha,2017,Trimestre 3,Sustracciones de vehículos,11232
Castilla-La Mancha,2017,Trimestre 3,Tráfico de drogas,4249
Castilla-La Mancha,2017,Trimestre 3,Otros,299
Castilla y León,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,88
Castilla y León,2017,Trimestre 3,Hurtos,170654
Castilla y León,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",10292
Castilla y León,2017,Trimestre 3,Sustracciones de vehículos,11752
Castilla y León,2017,Trimestre 3,Tráfico de drogas,4507
Castilla y León,2017,Trimestre 3,Otros,324
Cataluña,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,141
Cataluña,2017,Trimestre 3,Hurtos,299758
Cataluña,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",25409
Cataluña,2017,Trimestre 3,Sustracciones de vehículos,18302
Cataluña,2017,Trimestre 3,Tráfico de drogas,6343
Cataluña,2017,Trimestre 3,Otros,624
Ceuta,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,142
Ceuta,2017,Trimestre 3,Hurtos,300384
Ceuta,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",25500
Ceuta,2017,Trimestre 3,Sustracciones de vehículos,18464
Ceuta,2017,Trimestre 3,Tráfico de drogas,6542
Ceuta,2017,Trimestre 3,Otros,626
Extremadura,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,149
Extremadura,2017,Trimestre 3,Hurtos,305750
Extremadura,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",25709
Extremadura,2017,Trimestre 3,Sustracciones de vehículos,18720
Extremadura,2017,Trimestre 3,Tráfico de drogas,6689
Extremadura,2017,Trimestre 3,Otros,632
Galicia,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,159
Galicia,2017,Trimestre 3,Hurtos,321189
Galicia,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",26515
Galicia,2017,Trimestre 3,Sustracciones de vehículos,19355
Galicia,2017,Trimestre 3,Tráfico de drogas,6983
Galicia,2017,Trimestre 3,Otros,668
La Rioja,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,159
La Rioja,2017,Trimestre 3,Hurtos,323102
La Rioja,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",26592
La Rioja,2017,Trimestre 3,Sustracciones de vehículos,19415
La Rioja,2017,Trimestre 3,Tráfico de drogas,7045
La Rioja,2017,Trimestre 3,Otros,672
Comunidad de Madrid,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,195
Comunidad de Madrid,2017,Trimestre 3,Hurtos,438251
Comunidad de Madrid,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",38862
Comunidad de Madrid,2017,Trimestre 3,Sustracciones de vehículos,27575
Comunidad de Madrid,2017,Trimestre 3,Tráfico de drogas,8206
Comunidad de Madrid,2017,Trimestre 3,Otros,850
Melilla,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,195
Melilla,2017,Trimestre 3,Hurtos,439099
Melilla,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",39136
Melilla,2017,Trimestre 3,Sustracciones de vehículos,27667
Melilla,2017,Trimestre 3,Tráfico de drogas,8253
Melilla,2017,Trimestre 3,Otros,850
Región de Murcia,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,206
Región de Murcia,2017,Trimestre 3,Hurtos,450538
Región de Murcia,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",40224
Región de Murcia,2017,Trimestre 3,Sustracciones de vehículos,28689
Región de Murcia,2017,Trimestre 3,Tráfico de drogas,8485
Región de Murcia,2017,Trimestre 3,Otros,877
Comunidad Foral de Navarra,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,210
Comunidad Foral de Navarra,2017,Trimestre 3,Hurtos,456509
Comunidad Foral de Navarra,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",40577
Comunidad Foral de Navarra,2017,Trimestre 3,Sustracciones de vehículos,28818
Comunidad Foral de Navarra,2017,Trimestre 3,Tráfico de drogas,8583
Comunidad Foral de Navarra,2017,Trimestre 3,Otros,898
País Vasco,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,215
País Vasco,2017,Trimestre 3,Hurtos,477614
País Vasco,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",41841
País Vasco,2017,Trimestre 3,Sustracciones de vehículos,29450
País Vasco,2017,Trimestre 3,Tráfico de drogas,8842
País Vasco,2017,Trimestre 3,Otros,954
Comunidad Valenciana,2017,Trimestre 3,Homicidios dolosos y asesinatos consumados,240
Comunidad Valenciana,2017,Trimestre 3,Hurtos,534438
Comunidad Valenciana,2017,Trimestre 3,"Robos con fuerza, violencia o intimidación",45971
Comunidad Valenciana,2017,Trimestre 3,Sustracciones de vehículos,32476
Comunidad Valenciana,2017,Trimestre 3,Tráfico de drogas,10103
Comunidad Valenciana,2017,Trimestre 3,Otros,1045
Andalucía,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,49
Andalucía,2017,Trimestre 4,Hurtos,103746
Andalucía,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",7668
Andalucía,2017,Trimestre 4,Sustracciones de vehículos,8755
Andalucía,2017,Trimestre 4,Tráfico de drogas,3472
Andalucía,2017,Trimestre 4,Otros,173
Aragón,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,57
Aragón,2017,Trimestre 4,Hurtos,114750
Aragón,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",8466
Aragón,2017,Trimestre 4,Sustracciones de vehículos,9147
Aragón,2017,Trimestre 4,Tráfico de drogas,3742
Aragón,2017,Trimestre 4,Otros,200
Principado de Asturias,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,62
Principado de Asturias,2017,Trimestre 4,Hurtos,122011
Principado de Asturias,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",8837
Principado de Asturias,2017,Trimestre 4,Sustracciones de vehículos,9541
Principado de Asturias,2017,Trimestre 4,Tráfico de drogas,3872
Principado de Asturias,2017,Trimestre 4,Otros,220
Islas Baleares,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,66
Islas Baleares,2017,Trimestre 4,Hurtos,151194
Islas Baleares,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",10191
Islas Baleares,2017,Trimestre 4,Sustracciones de vehículos,11258
Islas Baleares,2017,Trimestre 4,Tráfico de drogas,4355
Islas Baleares,2017,Trimestre 4,Otros,270
Canarias,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,86
Canarias,2017,Trimestre 4,Hurtos,181321
Canarias,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",11627
Canarias,2017,Trimestre 4,Sustracciones de vehículos,13055
Canarias,2017,Trimestre 4,Tráfico de drogas,4952
Canarias,2017,Trimestre 4,Otros,350
Cantabria,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,89
Cantabria,2017,Trimestre 4,Hurtos,186304
Cantabria,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",11841
Cantabria,2017,Trimestre 4,Sustracciones de vehículos,13262
Cantabria,2017,Trimestre 4,Tráfico de drogas,5015
Cantabria,2017,Trimestre 4,Otros,358
Castilla-La Mancha,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,101
Castilla-La Mancha,2017,Trimestre 4,Hurtos,201504
Castilla-La Mancha,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",12867
Castilla-La Mancha,2017,Trimestre 4,Sustracciones de vehículos,14367
Castilla-La Mancha,2017,Trimestre 4,Tráfico de drogas,5441
Castilla-La Mancha,2017,Trimestre 4,Otros,392
Castilla y León,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,114
Castilla y León,2017,Trimestre 4,Hurtos,222574
Castilla y León,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",13593
Castilla y León,2017,Trimestre 4,Sustracciones de vehículos,15026
Castilla y León,2017,Trimestre 4,Tráfico de drogas,5775
Castilla y León,2017,Trimestre 4,Otros,423
Cataluña,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,179
Cataluña,2017,Trimestre 4,Hurtos,396258
Cataluña,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",34208
Cataluña,2017,Trimestre 4,Sustracciones de vehículos,23881
Cataluña,2017,Trimestre 4,Tráfico de drogas,8044
Cataluña,2017,Trimestre 4,Otros,817
Ceuta,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,180
Ceuta,2017,Trimestre 4,Hurtos,397068
Ceuta,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",34339
Ceuta,2017,Trimestre 4,Sustracciones de vehículos,24097
Ceuta,2017,Trimestre 4,Tráfico de drogas,8271
Ceuta,2017,Trimestre 4,Otros,822
Extremadura,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,188
Extremadura,2017,Trimestre 4,Hurtos,404313
Extremadura,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",34616
Extremadura,2017,Trimestre 4,Sustracciones de vehículos,24433
Extremadura,2017,Trimestre 4,Tráfico de drogas,8472
Extremadura,2017,Trimestre 4,Otros,832
Galicia,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,201
Galicia,2017,Trimestre 4,Hurtos,424633
Galicia,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",35673
Galicia,2017,Trimestre 4,Sustracciones de vehículos,25227
Galicia,2017,Trimestre 4,Tráfico de drogas,8843
Galicia,2017,Trimestre 4,Otros,876
La Rioja,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,201
La Rioja,2017,Trimestre 4,Hurtos,427196
La Rioja,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",35777
La Rioja,2017,Trimestre 4,Sustracciones de vehículos,25316
La Rioja,2017,Trimestre 4,Tráfico de drogas,8923
La Rioja,2017,Trimestre 4,Otros,883
Comunidad de Madrid,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,240
Comunidad de Madrid,2017,Trimestre 4,Hurtos,583525
Comunidad de Madrid,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",52091
Comunidad de Madrid,2017,Trimestre 4,Sustracciones de vehículos,36031
Comunidad de Madrid,2017,Trimestre 4,Tráfico de drogas,10531
Comunidad de Madrid,2017,Trimestre 4,Otros,1104
Melilla,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,240
Melilla,2017,Trimestre 4,Hurtos,584679
Melilla,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",52447
Melilla,2017,Trimestre 4,Sustracciones de vehículos,36144
Melilla,2017,Trimestre 4,Tráfico de drogas,10595
Melilla,2017,Trimestre 4,Otros,1104
Región de Murcia,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,254
Región de Murcia,2017,Trimestre 4,Hurtos,599940
Región de Murcia,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",53905
Región de Murcia,2017,Trimestre 4,Sustracciones de vehículos,37437
Región de Murcia,2017,Trimestre 4,Tráfico de drogas,10888
Región de Murcia,2017,Trimestre 4,Otros,1145
Comunidad Foral de Navarra,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,261
Comunidad Foral de Navarra,2017,Trimestre 4,Hurtos,607512
Comunidad Foral de Navarra,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",54337
Comunidad Foral de Navarra,2017,Trimestre 4,Sustracciones de vehículos,37606
Comunidad Foral de Navarra,2017,Trimestre 4,Tráfico de drogas,11022
Comunidad Foral de Navarra,2017,Trimestre 4,Otros,1174
País Vasco,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,266
País Vasco,2017,Trimestre 4,Hurtos,635385
País Vasco,2017,Trimestre 4,"Robos con fuerza, violencia o intimidación",56124
País Vasco,2017,Trimestre 4,Sustracciones de vehículos,38506
País Vasco,2017,Trimestre 4,Tráfico de drogas,11354
País Vasco,2017,Trimestre 4,Otros,1255
Comunidad Valenciana,2017,Trimestre 4,Homicidios dolosos y asesinatos consumados,307
Comunidad Valenciana,2017,Trimestre 4,Hurtos,709307
